,sensor [Auto],,,,
05/22/26 10:58:59.966,"112000","1008","23.5","54.5",
05/22/26 10:59:04.976,"111860","1008","23.5","54.6",
05/22/26 10:59:09.982,"112300","1008","23.5","54.8",
05/22/26 10:59:14.975,"112440","1008","23.5","54.5",
05/22/26 10:59:19.968,"112300","1008","23.5","54.3",
05/22/26 10:59:24.977,"111860","1008","23.5","54.3",
05/22/26 10:59:29.972,"111860","1008","23.5","54.6",
05/22/26 10:59:34.981,"111570","1008","23.5","54.4",
05/22/26 10:59:39.974,"111000","1008","23.5","54.5",
05/22/26 10:59:44.980,"110420","1008","23.5","54.5",
05/22/26 10:59:49.974,"108970","1008","23.5","54.5",
05/22/26 10:59:54.967,"106320","1008","23.5","54.4",
05/22/26 10:59:59.975,"104950","1008","23.5","54.6",
05/22/26 11:00:04.969,"103060","1008","23.5","54.5",
05/22/26 11:00:09.979,"102680","1008","23.5","54.1",
05/22/26 11:00:14.971,"102150","1008","23.5","54.2",
05/22/26 11:00:19.981,"101640","1008","23.5","54.3",
05/22/26 11:00:24.982,"100990","1008","23.5","54.2",
05/22/26 11:00:29.980,"100720","1008","23.5","54.2",
05/22/26 11:00:34.969,"100850","1008","23.5","54.3",
05/22/26 11:00:39.982,"100850","1008","23.5","54.3",
05/22/26 11:00:44.978,"100200","1008","23.5","54.2",
05/22/26 11:00:49.980,"100460","1008","23.5","54.1",
05/22/26 11:00:54.981,"100730","1008","23.5","54.3",
05/22/26 11:00:59.977,"100860","1008","23.5","54.3",
05/22/26 11:01:04.972,"100990","1008","23.5","54.6",
05/22/26 11:01:09.968,"101120","1008","23.5","54.6",
05/22/26 11:01:14.971,"100860","1008","23.5","54.5",
05/22/26 11:01:19.971,"100330","1008","23.5","54.2",
05/22/26 11:01:24.981,"100990","1008","23.5","54",
05/22/26 11:01:29.973,"100860","1008","23.5","54.2",
05/22/26 11:01:34.981,"101110","1008","23.4","54.2",
05/22/26 11:01:39.971,"101120","1008","23.4","54.3",
05/22/26 11:01:44.978,"101640","1008","23.4","54.5",
05/22/26 11:01:49.980,"100990","1008","23.4","54.3",
05/22/26 11:01:54.977,"100730","1008","23.4","54.9",
05/22/26 11:01:59.972,"100200","1008","23.4","54.7",
05/22/26 11:02:04.970,"100200","1008","23.4","54.7",
05/22/26 11:02:09.978,"100860","1008","23.4","54.6",
05/22/26 11:02:14.982,"100990","1008","23.4","54.6",
05/22/26 11:02:19.973,"100990","1008","23.4","54.5",
05/22/26 11:02:24.980,"101380","1008","23.4","54.6",
05/22/26 11:02:29.981,"101120","1008","23.4","54.6",
05/22/26 11:02:34.973,"101380","1008","23.4","54.8",
05/22/26 11:02:39.982,"100990","1008","23.5","54.8",
05/22/26 11:02:44.975,"100730","1008","23.5","54.9",
05/22/26 11:02:49.980,"100860","1008","23.5","54.6",
05/22/26 11:02:54.979,"101120","1008","23.5","54.9",
05/22/26 11:02:59.983,"100730","1008","23.5","54.8",
05/22/26 11:03:04.976,"101380","1008","23.5","54.7",
05/22/26 11:03:09.973,"100990","1008","23.5","54.5",
05/22/26 11:03:14.981,"100990","1008","23.5","54.7",
05/22/26 11:03:19.983,"100600","1008","23.5","54.6",
05/22/26 11:03:24.983,"100860","1008","23.5","54.5",
05/22/26 11:03:29.984,"100600","1008","23.5","54.4",
05/22/26 11:03:34.984,"100990","1008","23.5","54.4",
05/22/26 11:03:39.969,"101250","1008","23.5","54.4",
05/22/26 11:03:44.982,"101120","1008","23.5","54.4",
05/22/26 11:03:49.984,"101380","1008","23.5","54.3",
05/22/26 11:03:54.975,"100990","1008","23.5","54.2",
05/22/26 11:03:59.982,"100460","1008","23.5","54.2",
05/22/26 11:04:04.976,"100990","1008","23.5","54.5",
05/22/26 11:04:09.982,"101380","1008","23.5","54.6",
05/22/26 11:04:14.982,"101250","1008","23.5","54.3",
05/22/26 11:04:19.981,"101640","1008","23.5","54.2",
05/22/26 11:04:24.984,"101380","1008","23.5","54.1",
05/22/26 11:04:29.981,"100600","1008","23.5","54.1",
05/22/26 11:04:34.978,"99810","1008","23.5","54.4",
05/22/26 11:04:39.984,"99950","1008","23.4","54.5",
05/22/26 11:04:44.978,"99550","1008","23.4","54.4",
05/22/26 11:04:49.982,"100340","1008","23.4","54.4",
05/22/26 11:04:54.977,"100080","1008","23.5","54.5",
05/22/26 11:04:59.983,"100340","1008","23.5","54.6",
05/22/26 11:05:04.978,"99950","1008","23.5","54.2",
05/22/26 11:05:09.979,"99950","1008","23.5","54.2",
05/22/26 11:05:14.970,"100080","1008","23.5","54",
05/22/26 11:05:19.985,"99810","1008","23.5","54.2",
05/22/26 11:05:24.977,"99550","1008","23.5","54.4",
05/22/26 11:05:29.969,"99810","1008","23.5","54.3",
05/22/26 11:05:34.979,"100080","1008","23.5","54.3",
05/22/26 11:05:39.979,"100070","1008","23.5","54.4",
05/22/26 11:05:44.982,"99680","1008","23.5","54.7",
05/22/26 11:05:49.981,"99180","1008","23.5","54.5",
05/22/26 11:05:54.975,"100080","1008","23.5","54.6",
05/22/26 11:05:59.985,"99180","1008","23.5","54.6",
05/22/26 11:06:04.975,"99300","1008","23.5","54.5",
05/22/26 11:06:09.979,"99180","1008","23.5","54.4",
05/22/26 11:06:14.977,"99680","1008","23.5","54.4",
05/22/26 11:06:19.984,"99680","1008","23.5","54.7",
05/22/26 11:06:24.983,"99680","1008","23.5","54.7",
05/22/26 11:06:29.971,"99680","1008","23.5","54.5",
05/22/26 11:06:34.979,"100470","1008","23.5","54.2",
05/22/26 11:06:39.983,"100340","1008","23.5","54.4",
05/22/26 11:06:44.985,"99950","1008","23.5","54.4",
05/22/26 11:06:49.970,"99810","1008","23.5","54.3",
05/22/26 11:06:54.978,"99810","1008","23.5","54.3",
05/22/26 11:06:59.985,"99950","1008","23.5","54.2",
05/22/26 11:07:04.985,"99680","1008","23.5","54.3",
05/22/26 11:07:09.985,"99430","1008","23.5","54.3",
05/22/26 11:07:14.985,"98810","1008","23.5","54.1",
05/22/26 11:07:19.985,"99810","1008","23.5","54.2",
05/22/26 11:07:24.985,"99550","1008","23.5","54.3",
05/22/26 11:07:29.985,"99300","1008","23.5","54.2",
05/22/26 11:07:34.985,"100080","1008","23.5","54.3",
05/22/26 11:07:39.985,"100210","1008","23.5","54.2",
05/22/26 11:07:44.985,"100210","1008","23.5","54.4",
05/22/26 11:07:49.985,"100600","1008","23.5","54.4",
05/22/26 11:07:54.986,"99680","1008","23.4","54.4",
05/22/26 11:07:59.985,"100080","1008","23.4","54.3",
05/22/26 11:08:04.985,"99810","1008","23.4","54.2",
05/22/26 11:08:09.986,"99550","1008","23.4","54.4",
05/22/26 11:08:14.985,"99060","1008","23.4","54.3",
05/22/26 11:08:19.985,"99060","1008","23.4","54.4",
05/22/26 11:08:24.986,"98560","1008","23.4","54.5",
05/22/26 11:08:29.985,"98810","1008","23.4","54.5",
05/22/26 11:08:34.985,"98810","1008","23.4","54.5",
05/22/26 11:08:39.985,"98930","1008","23.4","54.4",
05/22/26 11:08:44.986,"98690","1008","23.4","54.7",
05/22/26 11:08:49.986,"98190","1008","23.4","54.7",
05/22/26 11:08:54.985,"98560","1008","23.4","54.8",
05/22/26 11:08:59.986,"97820","1008","23.4","54.5",
05/22/26 11:09:04.986,"97190","1008","23.4","54.3",
05/22/26 11:09:09.986,"97440","1008","23.4","54.3",
05/22/26 11:09:14.986,"97070","1008","23.4","54.3",
05/22/26 11:09:19.986,"96580","1008","23.4","54.2",
05/22/26 11:09:24.986,"96820","1008","23.4","54.1",
05/22/26 11:09:29.986,"96450","1008","23.4","54.2",
05/22/26 11:09:34.986,"96210","1008","23.4","54.1",
05/22/26 11:09:39.986,"95710","1008","23.4","54.1",
05/22/26 11:09:44.986,"95710","1008","23.4","54.2",
05/22/26 11:09:49.986,"95580","1008","23.4","54.4",
05/22/26 11:09:54.987,"94990","1008","23.4","54.6",
05/22/26 11:09:59.987,"94530","1008","23.4","54.4",
05/22/26 11:10:04.987,"94640","1008","23.4","54.5",
05/22/26 11:10:09.987,"94760","1008","23.4","54.6",
05/22/26 11:10:14.987,"94530","1008","23.4","54.6",
05/22/26 11:10:19.986,"94170","1008","23.4","54.6",
05/22/26 11:10:24.987,"93820","1008","23.4","54.4",
05/22/26 11:10:29.987,"93470","1008","23.4","54.5",
05/22/26 11:10:34.987,"93470","1008","23.4","54.6",
05/22/26 11:10:39.987,"93000","1008","23.4","54.8",
05/22/26 11:10:44.986,"92880","1008","23.4","54.6",
05/22/26 11:10:49.987,"92880","1008","23.3","54.4",
05/22/26 11:10:54.987,"92650","1008","23.3","54.5",
05/22/26 11:10:59.988,"92530","1008","23.4","54.3",
05/22/26 11:11:04.987,"92300","1008","23.4","54.4",
05/22/26 11:11:09.988,"91710","1008","23.3","54.5",
05/22/26 11:11:14.987,"91150","1008","23.4","54.4",
05/22/26 11:11:19.987,"90930","1007","23.4","54.3",
05/22/26 11:11:24.987,"90810","1008","23.4","54.4",
05/22/26 11:11:29.988,"90250","1008","23.4","54.4",
05/22/26 11:11:34.987,"89910","1008","23.4","54.3",
05/22/26 11:11:39.988,"89680","1008","23.5","54.2",
05/22/26 11:11:44.988,"89680","1008","23.4","54.2",
05/22/26 11:11:49.988,"89800","1008","23.4","54.4",
05/22/26 11:11:54.988,"89800","1008","23.4","54.3",
05/22/26 11:11:59.988,"89240","1008","23.4","54.3",
05/22/26 11:12:04.987,"89130","1008","23.4","54.5",
05/22/26 11:12:09.987,"88900","1008","23.4","54.1",
05/22/26 11:12:14.988,"88790","1008","23.3","54.1",
05/22/26 11:12:19.987,"88120","1008","23.3","54.7",
05/22/26 11:12:24.988,"88020","1008","23.3","54.9",
05/22/26 11:12:29.988,"88120","1007","23.3","55",
05/22/26 11:12:34.988,"87590","1008","23.4","54.9",
05/22/26 11:12:39.988,"87270","1008","23.4","54.8",
05/22/26 11:12:44.988,"86950","1008","23.3","54.6",
05/22/26 11:12:49.989,"86520","1008","23.3","54.6",
05/22/26 11:12:54.989,"86100","1008","23.3","54.8",
05/22/26 11:12:59.989,"85780","1008","23.4","54.6",
05/22/26 11:13:04.988,"85560","1008","23.4","54.5",
05/22/26 11:13:09.989,"85780","1008","23.4","54.6",
05/22/26 11:13:14.988,"85780","1008","23.3","54.6",
05/22/26 11:13:19.989,"85030","1008","23.3","54.6",
05/22/26 11:13:24.988,"84720","1008","23.4","54.7",
05/22/26 11:13:29.989,"85030","1007","23.4","54.3",
05/22/26 11:13:34.989,"84930","1008","23.4","54.5",
05/22/26 11:13:39.989,"85250","1008","23.4","54.5",
05/22/26 11:13:44.989,"83600","1008","23.4","54.4",
05/22/26 11:13:49.989,"69800","1008","23.4","54.6",
05/22/26 11:13:54.989,"48850","1008","23.4","54.6",
05/22/26 11:13:59.989,"32360","1008","23.4","54.5",
05/22/26 11:14:04.988,"21100","1008","23.4","54.5",
05/22/26 11:14:09.989,"13930","1008","23.4","54.5",
05/22/26 11:14:14.989,"9520","1008","23.4","54.7",
05/22/26 11:14:19.989,"6880","1008","23.3","54.7",
05/22/26 11:14:24.989,"5260","1008","23.4","54.4",
05/22/26 11:14:29.990,"4190","1008","23.3","54.5",
05/22/26 11:14:34.989,"3600","1008","23.4","54.7",
05/22/26 11:14:39.989,"3130","1008","23.4","54.9",
05/22/26 11:14:44.989,"2830","1008","23.4","54.7",
05/22/26 11:14:49.990,"2520","1008","23.4","54.6",
05/22/26 11:14:54.989,"2320","1008","23.4","54.8",
05/22/26 11:14:59.989,"2190","1008","23.4","54.9",
05/22/26 11:15:04.990,"2050","1008","23.4","55",
05/22/26 11:15:09.990,"1910","1008","23.4","54.9",
05/22/26 11:15:14.990,"1780","1008","23.4","54.6",
05/22/26 11:15:19.990,"1720","1008","23.4","54.6",
05/22/26 11:15:24.990,"1610","1008","23.4","54.6",
05/22/26 11:15:29.989,"1510","1008","23.4","54.2",
05/22/26 11:15:34.990,"1470","1008","23.4","54.5",
05/22/26 11:15:39.990,"1410","1008","23.4","54.5",
05/22/26 11:15:44.990,"1310","1008","23.4","54.6",
05/22/26 11:15:49.990,"1260","1008","23.3","54.8",
05/22/26 11:15:54.991,"1220","1008","23.3","54.9",
05/22/26 11:15:59.990,"1150","1008","23.3","54.8",
05/22/26 11:16:04.990,"1110","1008","23.3","54.7",
05/22/26 11:16:09.990,"1050","1008","23.3","54.5",
05/22/26 11:16:14.990,"1010","1008","23.3","54.7",
05/22/26 11:16:19.989,"970","1008","23.3","54.6",
05/22/26 11:16:24.990,"950","1008","23.3","54.7",
05/22/26 11:16:29.990,"910","1008","23.3","54.6",
05/22/26 11:16:34.991,"880","1008","23.3","54.6",
05/22/26 11:16:39.991,"830","1008","23.4","54.8",
05/22/26 11:16:44.990,"790","1008","23.3","54.8",
05/22/26 11:16:49.990,"770","1008","23.4","54.7",
05/22/26 11:16:54.990,"730","1008","23.4","54.5",
05/22/26 11:16:59.991,"680","1008","23.4","54.4",
05/22/26 11:17:04.991,"660","1008","23.4","54.4",
05/22/26 11:17:09.991,"660","1008","23.4","54.6",
05/22/26 11:17:14.991,"620","1008","23.4","54.5",
05/22/26 11:17:19.991,"590","1008","23.4","54.6",
05/22/26 11:17:24.991,"600","1008","23.4","54.3",
05/22/26 11:17:29.991,"560","1008","23.4","54.4",
05/22/26 11:17:34.992,"540","1008","23.4","55.1",
05/22/26 11:17:39.991,"540","1008","23.4","55",
05/22/26 11:17:44.991,"540","1008","23.4","54.6",
05/22/26 11:17:49.991,"520","1008","23.4","54.7",
05/22/26 11:17:54.991,"500","1008","23.4","54.7",
05/22/26 11:17:59.992,"500","1008","23.4","54.5",
05/22/26 11:18:04.992,"470","1008","23.4","55",
05/22/26 11:18:09.991,"470","1008","23.4","54.9",
05/22/26 11:18:14.991,"470","1008","23.4","54.6",
05/22/26 11:18:19.991,"450","1008","23.4","54.8",
05/22/26 11:18:24.991,"440","1008","23.4","54.8",
05/22/26 11:18:29.992,"430","1008","23.4","55",
05/22/26 11:18:34.992,"420","1008","23.4","54.8",
05/22/26 11:18:39.992,"430","1008","23.4","54.6",
05/22/26 11:18:44.992,"430","1008","23.4","54.8",
05/22/26 11:18:49.992,"420","1008","23.4","54.7",
05/22/26 11:18:54.992,"410","1008","23.4","54.4",
05/22/26 11:18:59.992,"370","1008","23.3","54.4",
05/22/26 11:19:04.992,"360","1008","23.3","54.5",
05/22/26 11:19:09.991,"350","1008","23.3","54.5",
05/22/26 11:19:14.992,"360","1008","23.4","54.5",
05/22/26 11:19:19.992,"350","1008","23.4","54.3",
05/22/26 11:19:24.992,"330","1008","23.3","54.3",
05/22/26 11:19:29.992,"320","1008","23.4","54.4",
05/22/26 11:19:34.992,"340","1008","23.4","54.3",
05/22/26 11:19:39.993,"330","1008","23.4","54.2",
05/22/26 11:19:44.992,"310","1008","23.4","54.4",
05/22/26 11:19:49.992,"300","1008","23.4","54.3",
05/22/26 11:19:54.992,"310","1008","23.3","54.1",
05/22/26 11:19:59.992,"300","1008","23.3","54",
05/22/26 11:20:04.992,"310","1008","23.3","54",
05/22/26 11:20:09.992,"300","1008","23.4","54.1",
05/22/26 11:20:14.992,"280","1008","23.4","54.2",
05/22/26 11:20:19.993,"280","1007","23.4","54.3",
05/22/26 11:20:24.993,"280","1008","23.3","54.3",
05/22/26 11:20:29.992,"270","1008","23.3","54.3",
05/22/26 11:20:34.993,"290","1008","23.3","54.1",
05/22/26 11:20:39.993,"280","1007","23.3","53.9",
05/22/26 11:20:44.992,"250","1008","23.3","53.9",
05/22/26 11:20:49.993,"250","1007","23.4","53.9",
05/22/26 11:20:54.993,"240","1008","23.4","53.9",
05/22/26 11:20:59.993,"220","1008","23.4","53.8",
05/22/26 11:21:04.993,"250","1008","23.4","53.6",
05/22/26 11:21:09.993,"250","1007","23.4","53.8",
05/22/26 11:21:14.993,"240","1008","23.4","53.7",
05/22/26 11:21:19.994,"240","1007","23.4","53.7",
05/22/26 11:21:24.993,"220","1007","23.4","53.8",
05/22/26 11:21:29.993,"210","1007","23.4","54.1",
05/22/26 11:21:34.993,"230","1008","23.4","54",
05/22/26 11:21:39.993,"220","1007","23.4","53.7",
05/22/26 11:21:44.994,"220","1008","23.4","54.1",
05/22/26 11:21:49.994,"220","1007","23.4","53.9",
05/22/26 11:21:54.993,"190","1008","23.4","53.6",
05/22/26 11:21:59.994,"220","1007","23.4","53.5",
05/22/26 11:22:04.994,"210","1007","23.4","53.7",
05/22/26 11:22:09.994,"200","1008","23.5","53.7",
05/22/26 11:22:14.994,"180","1008","23.5","53.5",
05/22/26 11:22:19.994,"200","1007","23.4","53.4",
05/22/26 11:22:24.994,"190","1008","23.4","53.6",
05/22/26 11:22:29.994,"200","1008","23.4","53.7",
05/22/26 11:22:34.994,"190","1007","23.4","53.6",
05/22/26 11:22:39.995,"200","1007","23.4","53.4",
05/22/26 11:22:44.994,"210","1007","23.4","53.3",
05/22/26 11:22:49.994,"210","1007","23.4","53.6",
05/22/26 11:22:54.993,"190","1007","23.4","53.8",
05/22/26 11:23:00.021,"200","1008","23.4","54",
05/22/26 11:23:04.993,"190","1007","23.5","53.9",
05/22/26 11:23:09.993,"190","1007","23.5","53.9",
05/22/26 11:23:14.994,"190","1007","23.5","54",
05/22/26 11:23:19.994,"160","1007","23.5","54",
05/22/26 11:23:24.994,"150","1008","23.5","54",
05/22/26 11:23:29.990,"120","1007","23.5","53.9",
05/22/26 11:23:34.985,"130","1008","23.5","53.9",
05/22/26 11:23:39.994,"170","1007","23.6","53.9",
05/22/26 11:23:44.993,"170","1008","23.6","53.9",
05/22/26 11:23:49.990,"170","1008","23.6","53.9",
05/22/26 11:23:54.994,"190","1008","23.6","53.9",
05/22/26 11:23:59.991,"160","1008","23.6","53.9",
05/22/26 11:24:04.994,"170","1008","23.6","53.9",
05/22/26 11:24:09.991,"170","1008","23.6","53.9",
05/22/26 11:24:14.995,"170","1008","23.6","53.9",
05/22/26 11:24:19.994,"170","1008","23.5","53.6",
05/22/26 11:24:24.993,"170","1008","23.5","53.5",
05/22/26 11:24:29.995,"140","1008","23.5","53.7",
05/22/26 11:24:34.994,"120","1008","23.5","53.9",
05/22/26 11:24:39.990,"130","1008","23.5","53.9",
05/22/26 11:24:44.993,"130","1007","23.5","54.1",
05/22/26 11:24:49.996,"160","1008","23.5","54.2",
05/22/26 11:24:54.993,"150","1008","23.5","54",
05/22/26 11:24:59.994,"150","1008","23.5","54",
05/22/26 11:25:04.995,"150","1008","23.5","54.1",
05/22/26 11:25:09.994,"150","1008","23.5","54.1",
05/22/26 11:25:14.995,"140","1008","23.6","54",
05/22/26 11:25:19.994,"160","1008","23.6","54",
05/22/26 11:25:24.990,"170","1008","23.6","53.8",
05/22/26 11:25:29.996,"140","1008","23.6","53.7",
05/22/26 11:25:34.994,"120","1008","23.6","53.7",
05/22/26 11:25:39.994,"150","1008","23.6","53.7",
05/22/26 11:25:44.994,"140","1008","23.6","53.8",
05/22/26 11:25:49.994,"140","1008","23.6","53.8",
05/22/26 11:25:54.995,"150","1008","23.6","54",
05/22/26 11:25:59.994,"140","1008","23.6","54.2",
05/22/26 11:26:04.992,"110","1008","23.6","54.1",
05/22/26 11:26:09.991,"100","1008","23.6","54.1",
05/22/26 11:26:14.994,"100","1008","23.6","54.1",
05/22/26 11:26:19.995,"90","1008","23.6","54.2",
05/22/26 11:26:24.994,"80","1008","23.6","54.1",
05/22/26 11:26:29.995,"110","1008","23.6","54.1",
05/22/26 11:26:34.996,"100","1008","23.6","54.2",
05/22/26 11:26:39.993,"110","1008","23.6","53.8",
05/22/26 11:26:44.995,"100","1008","23.6","53.8",
05/22/26 11:26:49.996,"90","1008","23.6","54",
05/22/26 11:26:54.996,"110","1008","23.6","54.2",
05/22/26 11:26:59.992,"110","1008","23.5","53.9",
05/22/26 11:27:04.995,"100","1008","23.5","53.9",
05/22/26 11:27:09.996,"110","1008","23.5","53.9",
05/22/26 11:27:14.996,"120","1008","23.5","54",
05/22/26 11:27:19.988,"110","1008","23.5","54",
05/22/26 11:27:24.996,"120","1008","23.6","54.3",
05/22/26 11:27:29.995,"140","1008","23.6","54.1",
05/22/26 11:27:34.996,"140","1008","23.6","53.9",
05/22/26 11:27:39.994,"140","1007","23.6","54",
05/22/26 11:27:44.995,"140","1008","23.5","53.8",
05/22/26 11:27:49.996,"120","1008","23.5","53.7",
05/22/26 11:27:54.996,"110","1007","23.5","53.7",
05/22/26 11:27:59.991,"90","1008","23.5","53.6",
05/22/26 11:28:04.993,"80","1008","23.5","53.7",
05/22/26 11:28:09.995,"100","1008","23.5","53.7",
05/22/26 11:28:14.990,"80","1008","23.6","53.6",
05/22/26 11:28:19.996,"90","1008","23.5","53.7",
05/22/26 11:28:24.997,"100","1008","23.5","53.8",
05/22/26 11:28:29.996,"100","1008","23.5","53.7",
05/22/26 11:28:34.995,"70","1008","23.6","53.7",
05/22/26 11:28:39.996,"80","1008","23.6","53.8",
05/22/26 11:28:44.996,"70","1008","23.6","53.7",
05/22/26 11:28:49.997,"80","1008","23.6","53.6",
05/22/26 11:28:54.997,"110","1008","23.6","53.5",
05/22/26 11:28:59.997,"110","1008","23.6","53.7",
05/22/26 11:29:04.991,"90","1008","23.6","53.5",
05/22/26 11:29:09.996,"100","1008","23.6","53.4",
05/22/26 11:29:14.997,"110","1008","23.6","53.4",
05/22/26 11:29:19.998,"100","1008","23.5","53.3",
05/22/26 11:29:24.997,"90","1008","23.5","53.3",
05/22/26 11:29:29.997,"90","1008","23.5","53.7",
05/22/26 11:29:34.996,"70","1008","23.5","53.7",
05/22/26 11:29:39.997,"60","1007","23.5","53.8",
05/22/26 11:29:44.997,"70","1008","23.5","53.7",
05/22/26 11:29:49.989,"80","1008","23.5","53.6",
05/22/26 11:29:54.997,"70","1008","23.5","53.5",
05/22/26 11:29:59.997,"70","1008","23.5","53.8",
05/22/26 11:30:04.998,"70","1008","23.6","53.8",
05/22/26 11:30:09.997,"80","1008","23.6","53.8",
05/22/26 11:30:14.996,"70","1008","23.6","53.8",
05/22/26 11:30:19.997,"80","1008","23.6","53.8",
05/22/26 11:30:24.995,"100","1008","23.6","53.6",
05/22/26 11:30:29.994,"80","1008","23.6","53.6",
05/22/26 11:30:34.997,"70","1008","23.6","53.7",
05/22/26 11:30:39.996,"80","1008","23.6","53.8",
05/22/26 11:30:44.998,"80","1008","23.6","53.8",
05/22/26 11:30:49.987,"60","1008","23.6","54.1",
05/22/26 11:30:54.997,"70","1008","23.6","54.1",
05/22/26 11:30:59.997,"60","1008","23.7","54.4",
05/22/26 11:31:04.997,"80","1008","23.7","54.6",
05/22/26 11:31:09.989,"90","1008","23.7","54.6",
05/22/26 11:31:14.998,"90","1008","23.7","54.5",
05/22/26 11:31:19.996,"80","1008","23.7","54.4",
05/22/26 11:31:24.998,"80","1008","23.7","54.3",
05/22/26 11:31:29.995,"80","1008","23.7","54.3",
05/22/26 11:31:34.998,"90","1008","23.7","54.2",
05/22/26 11:31:39.997,"70","1008","23.7","54.1",
05/22/26 11:31:44.999,"70","1008","23.7","54.2",
05/22/26 11:31:49.997,"60","1008","23.7","54.1",
05/22/26 11:31:54.993,"80","1008","23.7","53.7",
05/22/26 11:31:59.998,"100","1008","23.7","53.7",
05/22/26 11:32:04.995,"100","1008","23.7","53.8",
05/22/26 11:32:09.995,"110","1008","23.7","53.8",
05/22/26 11:32:14.998,"90","1008","23.7","53.8",
05/22/26 11:32:19.997,"90","1008","23.7","53.8",
05/22/26 11:32:24.999,"100","1008","23.7","53.6",
05/22/26 11:32:29.999,"100","1008","23.7","53.6",
05/22/26 11:32:34.999,"100","1007","23.7","53.7",
05/22/26 11:32:39.997,"90","1008","23.7","53.3",
05/22/26 11:32:44.998,"90","1008","23.7","53.2",
05/22/26 11:32:49.998,"80","1008","23.7","53.4",
05/22/26 11:32:54.997,"90","1007","23.7","53.7",
05/22/26 11:32:59.999,"90","1008","23.7","53.6",
05/22/26 11:33:04.998,"110","1008","23.7","53.5",
05/22/26 11:33:09.996,"100","1008","23.7","53.5",
05/22/26 11:33:14.997,"80","1008","23.7","53.5",
05/22/26 11:33:19.994,"90","1008","23.7","53.5",
05/22/26 11:33:24.994,"80","1008","23.7","53.4",
05/22/26 11:33:29.999,"80","1008","23.7","53.5",
05/22/26 11:33:34.998,"70","1008","23.7","53.5",
05/22/26 11:33:39.999,"60","1008","23.7","53.3",
05/22/26 11:33:44.995,"60","1008","23.7","53.2",
05/22/26 11:33:49.997,"60","1008","23.7","53.4",
05/22/26 11:33:54.999,"70","1008","23.7","53.5",
05/22/26 11:33:59.996,"80","1008","23.7","53.6",
05/22/26 11:34:04.999,"50","1008","23.8","53.6",
