,sensor [Auto],,,,,,,
05/20/26 15:25:24.919,"700","1002","24","63.1","1002","66","22.1",
05/20/26 15:25:29.920,"700","1002","24","63.3","1002","66","22.1",
05/20/26 15:25:34.919,"700","1002","24.1","63.1","1002","66","22.1",
05/20/26 15:25:39.920,"700","1003","24.1","63.8","1002","67","22.1",
05/20/26 15:25:44.919,"700","1002","24.1","63.7","1002","67","22.1",
05/20/26 15:25:49.920,"700","1002","24.1","63.5","1002","67","22.1",
05/20/26 15:25:54.920,"700","1003","24.1","63.3","1002","66","22.1",
05/20/26 15:25:59.920,"700","1002","24.2","63.2","1002","66","22.1",
05/20/26 15:26:04.920,"700","1002","24.2","63.3","1002","66","22.1",
05/20/26 15:26:09.920,"700","1002","24.2","63.6","1002","67","22.1",
05/20/26 15:26:14.920,"700","1002","24.2","63.5","1002","67","22.1",
05/20/26 15:26:19.920,"700","1002","24.1","63.1","1002","66","22.1",
05/20/26 15:26:24.920,"700","1003","24.1","62.9","1002","66","22.1",
05/20/26 15:26:29.920,"700","1003","24.1","63.1","1002","66","22.1",
05/20/26 15:26:34.920,"700","1002","24.1","63","1002","66","22.1",
05/20/26 15:26:39.920,"700","1002","24.1","63.1","1002","66","22.1",
05/20/26 15:26:44.920,"700","1002","24.1","63.4","1002","66","22.1",
05/20/26 15:26:49.920,"700","1002","24.1","63.7","1002","66","22.1",
05/20/26 15:26:54.920,"700","1002","24.1","63.7","1002","67","22.1",
05/20/26 15:26:59.920,"700","1002","24.1","63.7","1002","67","22.1",
05/20/26 15:27:04.920,"700","1002","24.2","63.5","1002","67","22.1",
05/20/26 15:27:09.920,"700","1002","24.2","63","1002","66","22.1",
05/20/26 15:27:14.920,"700","1003","24.1","63.2","1002","66","22.1",
05/20/26 15:27:19.920,"700","1002","24.1","63.6","1002","67","22.1",
05/20/26 15:27:24.920,"700","1002","24.1","63.4","1002","67","22.1",
05/20/26 15:27:29.920,"700","1002","24.1","63.3","1002","66","22.1",
05/20/26 15:27:34.920,"700","1002","24.1","63","1002","66","22.1",
05/20/26 15:27:39.920,"700","1002","24.1","62.9","1002","66","22.1",
05/20/26 15:27:44.920,"700","1002","24.1","62.9","1002","66","22.1",
05/20/26 15:27:49.920,"700","1002","24.1","62.9","1002","66","22.1",
05/20/26 15:27:54.920,"700","1003","24.1","63","1002","66","22.1",
05/20/26 15:27:59.921,"700","1002","24.1","63.1","1002","66","22.1",
05/20/26 15:28:04.921,"700","1002","24.1","63","1002","66","22.1",
05/20/26 15:28:09.920,"700","1002","24.1","62.9","1002","66","22.1",
05/20/26 15:28:14.921,"700","1002","24.1","63.1","1002","66","22.1",
05/20/26 15:28:19.921,"700","1002","24.1","62.9","1002","66","22.1",
05/20/26 15:28:24.920,"700","1003","24.1","62.7","1002","66","22.1",
05/20/26 15:28:29.921,"700","1002","24.1","62.7","1002","66","22.1",
05/20/26 15:28:34.921,"700","1002","24.1","62.8","1002","66","22.1",
05/20/26 15:28:39.921,"700","1002","24.1","62.9","1002","66","22.1",
05/20/26 15:28:44.921,"700","1002","24.1","63","1002","66","22.1",
05/20/26 15:28:49.921,"700","1002","24.1","62.8","1002","66","22.1",
05/20/26 15:28:54.921,"700","1002","24.1","62.6","1002","66","22.1",
05/20/26 15:28:59.920,"700","1002","24.1","62.5","1001","66","22.1",
05/20/26 15:29:04.920,"700","1002","24.1","62.5","1002","66","22.1",
05/20/26 15:29:09.921,"700","1002","24.1","62.4","1001","66","22.1",
05/20/26 15:29:14.920,"700","1002","24","62.6","1001","66","22.1",
05/20/26 15:29:19.921,"700","1002","24","63","1002","66","22",
05/20/26 15:29:24.921,"700","1003","24","63.5","1001","66","22",
05/20/26 15:29:29.921,"700","1002","24","63.6","1001","66","22",
05/20/26 15:29:34.921,"700","1002","24","63.3","1001","66","22",
05/20/26 15:29:39.920,"700","1002","24","63.1","1001","66","22",
05/20/26 15:29:44.921,"700","1002","24","63.3","1002","66","22",
05/20/26 15:29:49.921,"700","1002","24","63.4","1002","66","22",
05/20/26 15:29:54.921,"700","1002","24","63.3","1001","66","22",
05/20/26 15:29:59.921,"700","1002","24.1","63.4","1002","66","22",
05/20/26 15:30:04.921,"700","1002","24.1","63.4","1002","66","22",
05/20/26 15:30:09.921,"700","1002","24.1","63.2","1002","66","22.1",
05/20/26 15:30:14.921,"700","1002","24.1","63.3","1001","66","22.1",
05/20/26 15:30:19.921,"700","1002","24.1","63","1002","66","22.1",
05/20/26 15:30:24.921,"700","1002","24.1","63.2","1002","66","22.1",
05/20/26 15:30:29.921,"700","1002","24","62.9","1002","66","22.1",
05/20/26 15:30:34.921,"700","1002","24","63.1","1002","66","22.1",
05/20/26 15:30:39.921,"700","1002","24","63","1002","66","22",
05/20/26 15:30:44.922,"700","1002","24","63.2","1001","66","22",
05/20/26 15:30:49.921,"700","1003","24","63","1001","66","22",
05/20/26 15:30:54.922,"700","1002","24","62.7","1002","66","22",
05/20/26 15:30:59.921,"700","1002","24","62.8","1001","66","22",
05/20/26 15:31:04.921,"700","1002","23.9","62.8","1001","66","22",
05/20/26 15:31:09.921,"700","1002","24","62.9","1001","66","22",
05/20/26 15:31:14.922,"700","1002","24","63.1","1001","66","22",
05/20/26 15:31:19.922,"700","1002","24","63.3","1001","66","22",
05/20/26 15:31:24.922,"700","1002","24","63.6","1002","66","22",
05/20/26 15:31:29.922,"700","1002","24","63.6","1002","66","22",
05/20/26 15:31:34.921,"700","1002","24.1","63.5","1002","66","22",
05/20/26 15:31:39.922,"700","1002","24.1","63.5","1002","66","22",
05/20/26 15:31:44.922,"700","1002","24.1","63.4","1002","66","22",
05/20/26 15:31:49.922,"700","1002","24.1","63.4","1001","66","22",
05/20/26 15:31:54.921,"700","1002","24.1","63.3","1002","66","22",
05/20/26 15:31:59.922,"700","1003","24.1","63.1","1002","66","22",
05/20/26 15:32:04.922,"700","1002","24.2","62.8","1002","66","22",
05/20/26 15:32:09.922,"700","1002","24.2","63.1","1001","66","22",
05/20/26 15:32:14.922,"700","1002","24.2","63.3","1002","67","22",
05/20/26 15:32:19.922,"700","1003","24.2","63.3","1002","67","22.1",
05/20/26 15:32:24.922,"700","1002","24.2","63.3","1002","67","22.1",
05/20/26 15:32:29.922,"700","1002","24.2","62.9","1002","66","22.1",
05/20/26 15:32:34.922,"700","1002","24.2","62.6","1002","66","22.1",
05/20/26 15:32:39.922,"700","1002","24.2","63","1001","66","22.1",
05/20/26 15:32:44.922,"700","1002","24.2","63","1002","66","22.1",
05/20/26 15:32:49.922,"700","1003","24.1","62.7","1001","66","22.1",
05/20/26 15:32:54.922,"700","1003","24.1","62.4","1002","66","22.1",
05/20/26 15:32:59.922,"700","1003","24.1","62.9","1002","66","22.1",
05/20/26 15:33:04.923,"700","1002","24.1","63","1002","66","22.1",
05/20/26 15:33:09.922,"700","1002","24.2","63.1","1002","66","22.1",
05/20/26 15:33:14.922,"700","1003","24.2","63.2","1002","66","22.1",
05/20/26 15:33:19.922,"700","1003","24.1","63.1","1002","66","22.1",
05/20/26 15:33:24.922,"700","1003","24.1","62.7","1002","66","22.1",
05/20/26 15:33:29.922,"700","1003","24.1","62.7","1002","66","22",
05/20/26 15:33:34.922,"700","1003","24.2","62.7","1002","66","22",
05/20/26 15:33:39.922,"700","1003","24.2","62.6","1002","66","22",
05/20/26 15:33:44.922,"700","1003","24.2","62.6","1002","66","22.1",
05/20/26 15:33:49.922,"700","1002","24.2","62.4","1002","66","22.1",
05/20/26 15:33:54.923,"700","1003","24.2","62.6","1002","66","22",
05/20/26 15:33:59.923,"700","1003","24.2","62.6","1002","66","22",
05/20/26 15:34:04.923,"700","1003","24.2","63","1002","66","22",
05/20/26 15:34:09.922,"700","1003","24.2","63.2","1002","66","22",
05/20/26 15:34:14.922,"700","1003","24.2","63.2","1002","66","22",
05/20/26 15:34:19.922,"700","1002","24.2","63.2","1002","66","22.1",
05/20/26 15:34:24.923,"700","1003","24.2","63.3","1002","66","22.1",
05/20/26 15:34:29.923,"700","1003","24.2","63.3","1002","67","22.1",
05/20/26 15:34:34.922,"700","1002","24.2","62.9","1002","66","22.1",
05/20/26 15:34:39.923,"700","1002","24.2","62.9","1002","66","22.1",
05/20/26 15:34:44.923,"700","1003","24.2","63","1002","66","22.1",
05/20/26 15:34:49.922,"700","1002","24.2","63","1002","66","22.1",
05/20/26 15:34:54.922,"700","1002","24.2","62.9","1002","66","22.1",
05/20/26 15:34:59.923,"700","1003","24.2","63","1002","66","22.1",
05/20/26 15:35:04.923,"700","1003","24.3","63","1002","66","22.1",
05/20/26 15:35:09.923,"700","1002","24.3","62.9","1002","66","22.1",
05/20/26 15:35:14.923,"700","1002","24.3","62.9","1002","66","22.1",
05/20/26 15:35:19.923,"700","1002","24.3","62.9","1002","66","22.1",
05/20/26 15:35:24.922,"700","1002","24.3","62.7","1002","66","22.1",
05/20/26 15:35:29.923,"700","1003","24.3","62.5","1002","66","22.1",
05/20/26 15:35:34.922,"700","1003","24.2","62.5","1002","66","22.1",
05/20/26 15:35:39.923,"600","1002","24.2","62.6","1002","66","22.1",
05/20/26 15:35:44.923,"700","1002","24.2","62.8","1002","66","22.1",
05/20/26 15:35:49.923,"700","1003","24.2","62.4","1002","66","22.1",
05/20/26 15:35:54.923,"700","1003","24.2","62.3","1002","66","22.1",
05/20/26 15:35:59.923,"600","1003","24.2","62.8","1002","66","22.1",
05/20/26 15:36:04.923,"600","1003","24.2","62.9","1002","66","22.1",
05/20/26 15:36:09.923,"600","1003","24.2","62.7","1002","66","22.1",
05/20/26 15:36:14.923,"600","1002","24.2","62.7","1002","66","22.1",
05/20/26 15:36:19.923,"700","1002","24.2","62.6","1002","66","22.1",
05/20/26 15:36:24.923,"600","1002","24.1","62.4","1002","66","22.1",
05/20/26 15:36:29.923,"700","1002","24.1","62.4","1002","66","22.1",
05/20/26 15:36:34.923,"600","1003","24.1","62.2","1002","66","22.1",
05/20/26 15:36:39.923,"600","1002","24.1","62.5","1002","65","22.1",
05/20/26 15:36:44.923,"600","1002","24.1","62.5","1002","66","22.1",
05/20/26 15:36:49.923,"600","1003","24.1","62.9","1002","66","22.1",
05/20/26 15:36:54.924,"600","1002","24.1","63.1","1002","66","22.1",
05/20/26 15:36:59.923,"600","1003","24.1","63.1","1002","66","22.1",
05/20/26 15:37:04.924,"600","1002","24.1","63.1","1002","66","22.1",
05/20/26 15:37:09.924,"600","1002","24.1","63.1","1002","66","22.1",
05/20/26 15:37:14.924,"700","1002","24.1","63.1","1002","66","22.1",
05/20/26 15:37:19.924,"600","1003","24","62.8","1002","66","22.1",
05/20/26 15:37:24.924,"600","1003","24","62.7","1002","66","22.1",
05/20/26 15:37:29.924,"600","1003","24","62.9","1002","66","22.1",
05/20/26 15:37:34.924,"600","1002","24","62.8","1002","66","22.1",
05/20/26 15:37:39.924,"700","1003","24","62.6","1002","66","22.1",
05/20/26 15:37:44.923,"600","1002","24","62.8","1002","66","22.1",
05/20/26 15:37:49.924,"600","1003","24","63.1","1001","66","22",
05/20/26 15:37:54.924,"600","1002","24","63.2","1002","66","22.1",
05/20/26 15:37:59.924,"600","1003","24","62.9","1002","66","22.1",
05/20/26 15:38:04.924,"600","1003","24","62.6","1002","66","22",
05/20/26 15:38:09.923,"600","1002","24","62.5","1002","65","22",
05/20/26 15:38:14.924,"700","1003","23.9","62.5","1002","65","22",
05/20/26 15:38:19.923,"600","1002","23.9","62.8","1002","66","22",
05/20/26 15:38:24.924,"600","1003","23.9","62.9","1002","66","22",
05/20/26 15:38:29.923,"600","1003","23.9","63","1002","66","22",
05/20/26 15:38:34.924,"700","1003","23.9","63.3","1002","66","22",
05/20/26 15:38:39.924,"700","1002","23.9","63.3","1001","66","22",
05/20/26 15:38:44.924,"700","1002","23.9","63.1","1002","66","22",
05/20/26 15:38:49.924,"700","1003","23.9","63.1","1002","66","22",
05/20/26 15:38:54.924,"700","1002","23.9","63","1002","66","22",
05/20/26 15:38:59.924,"600","1002","23.9","62.8","1002","66","22",
05/20/26 15:39:04.924,"600","1002","23.9","63.1","1002","66","22",
05/20/26 15:39:09.924,"600","1002","23.9","63.2","1002","66","22",
05/20/26 15:39:14.924,"600","1002","23.9","63.2","1002","66","22",
05/20/26 15:39:19.925,"700","1002","23.9","63.3","1001","66","21.9",
05/20/26 15:39:24.924,"700","1002","23.9","63.1","1001","66","21.9",
05/20/26 15:39:29.924,"600","1002","23.9","63.1","1001","66","21.9",
05/20/26 15:39:34.924,"700","1002","23.9","63.3","1002","66","21.9",
05/20/26 15:39:39.925,"700","1002","23.8","63.1","1002","66","21.9",
05/20/26 15:39:44.924,"700","1003","23.8","63.1","1001","66","21.9",
05/20/26 15:39:49.925,"700","1002","23.8","63.7","1002","66","21.9",
05/20/26 15:39:54.925,"700","1002","23.8","63.8","1002","66","21.9",
05/20/26 15:39:59.924,"700","1002","23.8","63.5","1002","66","21.9",
05/20/26 15:40:04.924,"700","1002","23.8","63.6","1001","66","21.9",
05/20/26 15:40:09.114,"700","1002","23.8","63.6","1002","66","21.9",
05/20/26 15:40:22.087,"700","1002","23.9","63.6","1001","66","21.9",
05/20/26 15:40:27.087,"700","1002","23.8","63.2","1001","66","21.9",
05/20/26 15:40:32.086,"600","1002","23.8","63.5","1002","66","21.9",
05/20/26 15:40:37.086,"600","1002","23.8","63.9","1002","66","21.9",
05/20/26 15:40:42.086,"600","1002","23.8","63.9","1002","67","21.9",
05/20/26 15:40:47.087,"700","1002","23.8","63.6","1002","66","21.9",
05/20/26 15:40:52.087,"600","1002","23.8","63.4","1001","66","21.9",
05/20/26 15:40:57.087,"700","1002","23.8","63.1","1002","66","21.9",
05/20/26 15:41:02.087,"600","1002","23.8","63.2","1002","66","21.9",
05/20/26 15:41:07.087,"600","1002","23.8","63.6","1002","66","21.9",
05/20/26 15:41:12.088,"600","1002","23.8","63.8","1002","66","21.9",
05/20/26 15:41:17.087,"600","1003","23.8","63.9","1002","66","21.9",
05/20/26 15:41:22.087,"600","1002","23.8","63.7","1002","66","21.9",
05/20/26 15:41:27.087,"600","1002","23.8","63.7","1001","66","21.9",
05/20/26 15:41:32.087,"600","1002","23.9","63.7","1001","66","21.9",
05/20/26 15:41:37.088,"600","1002","23.9","63.6","1001","66","21.9",
05/20/26 15:41:42.083,"600","1002","23.9","63.5","1002","66","21.9",
05/20/26 15:41:47.079,"700","1002","24","63.4","1001","67","21.9",
05/20/26 15:41:49.645,"700","1002","24","63.3","1002","66","21.9",
05/20/26 15:43:01.912,"0","1002","23.9","63.2","1001","66","21.9",
05/20/26 15:43:06.910,"0","1002","23.9","63.3","1001","66","21.9",
05/20/26 15:43:11.912,"0","1002","23.9","63.4","1002","66","21.9",
05/20/26 15:43:16.912,"0","1002","23.9","63.2","1001","66","21.9",
05/20/26 15:43:21.912,"0","1002","23.9","63.1","1001","66","21.9",
05/20/26 15:43:26.911,"0","1002","23.9","63.1","1001","66","21.9",
05/20/26 15:43:31.912,"0","1002","23.9","63.1","1001","66","21.9",
05/20/26 15:43:36.912,"0","1002","23.9","63.2","1001","66","21.9",
05/20/26 15:43:41.912,"100","1002","23.9","63.2","1001","66","21.9",
05/20/26 15:43:46.912,"700","1002","24","63.1","1001","66","21.9",
05/20/26 15:43:51.912,"1900","1002","23.9","62.8","1001","66","21.9",
05/20/26 15:43:56.912,"4300","1002","23.9","62.9","1001","66","21.9",
05/20/26 15:44:01.912,"6900","1002","23.9","62.8","1001","66","21.9",
05/20/26 15:44:06.912,"9400","1002","23.9","62.9","1001","66","21.9",
05/20/26 15:44:11.913,"12200","1002","23.9","63","1001","66","21.9",
05/20/26 15:44:16.912,"15600","1002","23.9","63.2","1001","66","21.9",
05/20/26 15:44:21.912,"19500","1002","23.9","63.1","1001","66","21.9",
05/20/26 15:44:26.913,"23500","1002","23.9","63.1","1001","66","21.9",
05/20/26 15:44:31.912,"27600","1002","23.9","63","1001","66","21.9",
05/20/26 15:44:36.912,"31300","1002","23.9","63.3","1001","66","21.9",
05/20/26 15:44:41.913,"34200","1002","23.9","63.7","1001","66","21.9",
05/20/26 15:44:46.912,"36500","1002","23.9","63.4","1001","66","21.9",
05/20/26 15:44:51.913,"38100","1002","23.9","63.5","1001","66","21.9",
05/20/26 15:44:56.912,"39600","1002","23.9","63.6","1001","67","21.9",
05/20/26 15:45:01.913,"40500","1002","24","63.6","1001","67","21.9",
05/20/26 15:45:06.913,"41300","1002","24","63.7","1001","67","21.9",
05/20/26 15:45:11.912,"41500","1002","24","63.4","1001","67","21.9",
05/20/26 15:45:16.912,"41800","1002","24","63.3","1001","66","21.9",
05/20/26 15:45:21.912,"42300","1002","24","63","1001","66","21.9",
05/20/26 15:45:26.912,"42500","1002","24","62.9","1001","66","21.9",
05/20/26 15:45:31.913,"42600","1002","24","62.8","1001","66","21.9",
05/20/26 15:45:36.912,"42600","1002","24","62.7","1001","66","21.9",
05/20/26 15:45:41.913,"42700","1002","24","62.9","1001","66","21.9",
05/20/26 15:45:46.912,"42700","1002","24","62.9","1001","66","21.9",
05/20/26 15:45:51.913,"42800","1002","24","62.7","1001","66","21.9",
05/20/26 15:45:56.912,"42700","1002","24","63.1","1001","66","21.9",
05/20/26 15:46:01.912,"42900","1002","24","63.2","1001","66","21.9",
05/20/26 15:46:06.912,"43000","1002","24","63.3","1001","66","21.9",
05/20/26 15:46:11.912,"43200","1002","24","63.2","1001","66","21.9",
05/20/26 15:46:16.913,"43200","1002","23.9","62.8","1001","66","21.9",
05/20/26 15:46:21.913,"43500","1002","23.9","62.6","1001","66","21.9",
05/20/26 15:46:26.913,"43600","1002","23.9","63.5","1001","66","21.9",
05/20/26 15:46:31.913,"43600","1002","23.9","63.7","1001","66","21.9",
05/20/26 15:46:36.912,"43400","1002","23.9","63.5","1001","66","21.9",
05/20/26 15:46:41.913,"43600","1002","24","63.4","1001","66","21.9",
05/20/26 15:46:46.913,"43500","1002","24","63.5","1001","66","21.9",
05/20/26 15:46:51.913,"43500","1002","24","63.3","1001","67","21.9",
