,sensor [Auto],,,,,,,
05/22/26 9:49:02.136,"0","1008","22.4","66.9","1007","70","20.3",
05/22/26 9:49:07.137,"0","1008","22.4","66.7","1007","69","20.3",
05/22/26 9:49:12.136,"0","1008","22.5","66.7","1007","70","20.3",
05/22/26 9:49:17.137,"0","1008","22.4","66.4","1007","69","20.3",
05/22/26 9:49:22.133,"0","1008","22.4","66.5","1007","69","20.3",
05/22/26 9:49:27.128,"0","1008","22.4","66.4","1007","69","20.3",
05/22/26 9:49:32.137,"0","1008","22.4","66.2","1007","69","20.3",
05/22/26 9:49:37.137,"0","1008","22.4","66.5","1007","69","20.3",
05/22/26 9:49:42.137,"0","1008","22.4","66.5","1007","69","20.3",
05/22/26 9:49:47.137,"0","1008","22.4","66.5","1007","69","20.3",
05/22/26 9:49:52.137,"0","1008","22.4","66.6","1007","69","20.3",
05/22/26 9:49:57.137,"0","1008","22.5","66.9","1007","69","20.3",
05/22/26 9:50:02.137,"0","1008","22.4","66.8","1007","69","20.3",
05/22/26 9:50:07.137,"0","1008","22.5","66.6","1007","69","20.3",
05/22/26 9:50:12.137,"0","1008","22.5","66.7","1007","69","20.3",
05/22/26 9:50:17.134,"0","1008","22.5","67.4","1007","70","20.3",
05/22/26 9:50:22.134,"0","1008","22.5","67.3","1007","70","20.3",
05/22/26 9:50:27.135,"0","1008","22.5","67.3","1007","70","20.3",
05/22/26 9:50:32.137,"0","1008","22.5","67.3","1007","70","20.3",
05/22/26 9:50:37.130,"0","1008","22.5","67.2","1007","70","20.3",
05/22/26 9:50:42.129,"0","1008","22.5","66.7","1007","70","20.3",
05/22/26 9:50:43.956,"0","1008","22.5","66.5","1007","69","20.3",
05/22/26 9:53:16.427,"0","1008","22.5","66.6","1007","69","20.3",
05/22/26 9:53:21.428,"0","1008","22.5","66.6","1007","69","20.3",
05/22/26 9:53:26.428,"0","1008","22.5","66.5","1007","69","20.3",
05/22/26 9:53:31.434,"200","1008","22.5","66.4","1007","69","20.3",
05/22/26 9:53:36.427,"600","1008","22.5","66","1007","69","20.3",
05/22/26 9:53:41.431,"1600","1008","22.5","65.8","1007","69","20.3",
05/22/26 9:53:46.426,"4500","1008","22.5","65.8","1007","69","20.3",
05/22/26 9:53:51.433,"8500","1008","22.5","66.1","1007","69","20.3",
05/22/26 9:53:56.434,"13800","1008","22.5","66.1","1007","69","20.3",
05/22/26 9:54:01.434,"21200","1008","22.5","66.4","1007","69","20.3",
05/22/26 9:54:06.427,"30100","1008","22.5","66.7","1007","70","20.3",
05/22/26 9:54:11.430,"38800","1008","22.5","66.4","1007","69","20.3",
05/22/26 9:54:16.435,"47000","1008","22.5","66.1","1007","69","20.3",
05/22/26 9:54:21.434,"54400","1008","22.5","66.1","1007","69","20.3",
05/22/26 9:54:26.431,"60900","1008","22.5","66.1","1007","69","20.3",
05/22/26 9:54:31.431,"68300","1008","22.5","66.1","1007","69","20.3",
05/22/26 9:54:36.428,"73800","1008","22.5","66.3","1007","69","20.3",
05/22/26 9:54:41.432,"78000","1008","22.5","66.8","1007","70","20.3",
05/22/26 9:54:46.434,"81200","1008","22.5","66.7","1007","70","20.3",
05/22/26 9:54:51.435,"83800","1008","22.5","66.7","1007","70","20.3",
05/22/26 9:54:56.433,"86200","1008","22.4","66.6","1007","69","20.3",
05/22/26 9:55:01.429,"87500","1008","22.5","66.6","1007","69","20.3",
05/22/26 9:55:06.433,"88700","1008","22.5","66.7","1007","70","20.3",
05/22/26 9:55:11.426,"89500","1008","22.5","66.9","1007","70","20.3",
05/22/26 9:55:16.433,"90500","1008","22.5","67.1","1007","70","20.3",
05/22/26 9:55:21.432,"91400","1008","22.5","66.6","1007","69","20.3",
05/22/26 9:55:26.428,"91500","1008","22.5","66.4","1007","69","20.3",
05/22/26 9:55:31.426,"92200","1008","22.5","66.2","1007","69","20.3",
05/22/26 9:55:36.427,"92600","1008","22.5","66.2","1007","69","20.3",
05/22/26 9:55:41.430,"93100","1008","22.5","66.1","1007","69","20.3",
05/22/26 9:55:46.433,"93600","1008","22.5","65.8","1007","69","20.3",
05/22/26 9:55:51.434,"93900","1008","22.5","65.9","1007","69","20.3",
05/22/26 9:55:56.432,"94300","1008","22.5","66","1007","69","20.3",
05/22/26 9:56:01.428,"94800","1008","22.5","66.1","1007","69","20.3",
05/22/26 9:56:06.427,"95000","1008","22.6","66","1007","69","20.3",
05/22/26 9:56:11.428,"94500","1008","22.5","66.1","1007","69","20.3",
05/22/26 9:56:16.430,"95500","1008","22.6","66.1","1007","69","20.3",
05/22/26 9:56:21.429,"96400","1008","22.6","66.1","1007","69","20.3",
05/22/26 9:56:26.429,"96300","1008","22.6","66.1","1007","69","20.3",
05/22/26 9:56:31.435,"96300","1008","22.6","66.1","1007","69","20.3",
05/22/26 9:56:36.430,"96100","1008","22.6","65.9","1007","69","20.3",
05/22/26 9:56:41.426,"96600","1008","22.6","65.7","1007","69","20.3",
05/22/26 9:56:46.431,"96600","1008","22.6","65.6","1007","69","20.3",
05/22/26 9:56:51.435,"96300","1008","22.6","66.1","1007","69","20.3",
05/22/26 9:56:56.436,"96400","1008","22.6","66.1","1007","69","20.3",
05/22/26 9:57:01.435,"96600","1008","22.6","66.5","1007","70","20.3",
05/22/26 9:57:06.435,"96600","1008","22.6","66.7","1007","70","20.3",
05/22/26 9:57:11.435,"96800","1008","22.6","66.5","1007","70","20.3",
05/22/26 9:57:16.436,"97500","1008","22.6","66.2","1007","70","20.3",
05/22/26 9:57:21.435,"97500","1008","22.6","66.3","1007","70","20.3",
05/22/26 9:57:26.436,"97700","1008","22.6","66.4","1007","70","20.3",
05/22/26 9:57:31.435,"97500","1008","22.6","66.2","1007","70","20.3",
05/22/26 9:57:36.436,"97300","1008","22.6","66.1","1007","70","20.3",
05/22/26 9:57:41.435,"97500","1008","22.6","65.9","1007","70","20.3",
05/22/26 9:57:46.436,"97700","1008","22.6","66","1007","69","20.3",
05/22/26 9:57:51.435,"97500","1008","22.6","65.9","1007","69","20.3",
05/22/26 9:57:56.435,"97900","1008","22.6","65.6","1007","69","20.3",
05/22/26 9:58:01.436,"98400","1008","22.6","65.7","1007","69","20.3",
05/22/26 9:58:06.436,"98200","1008","22.6","65.9","1007","69","20.3",
05/22/26 9:58:11.436,"98400","1008","22.6","66","1007","69","20.3",
05/22/26 9:58:16.436,"98200","1008","22.5","65.6","1007","69","20.3",
05/22/26 9:58:21.435,"99200","1008","22.6","65.9","1007","69","20.3",
05/22/26 9:58:26.436,"99200","1008","22.5","66.1","1007","69","20.3",
05/22/26 9:58:31.436,"99200","1008","22.5","65.9","1007","69","20.3",
05/22/26 9:58:36.436,"99000","1008","22.5","65.8","1007","69","20.3",
05/22/26 9:58:41.436,"99300","1008","22.5","66.2","1007","69","20.3",
05/22/26 9:58:46.435,"99500","1008","22.6","66.5","1007","70","20.3",
05/22/26 9:58:51.433,"99900","1008","22.5","65.9","1007","69","20.3",
05/22/26 9:58:56.429,"99300","1008","22.5","65.7","1007","69","20.3",
05/22/26 9:59:01.434,"99700","1008","22.5","65.8","1007","69","20.3",
05/22/26 9:59:06.430,"99700","1008","22.6","66.3","1007","69","20.3",
05/22/26 9:59:11.426,"99300","1008","22.6","66.2","1007","69","20.3",
05/22/26 9:59:16.430,"99300","1008","22.6","66.3","1007","69","20.3",
05/22/26 9:59:21.437,"99300","1008","22.6","66.1","1007","69","20.3",
05/22/26 9:59:26.435,"99200","1008","22.6","66.1","1007","69","20.3",
05/22/26 9:59:31.434,"98600","1008","22.6","66","1007","69","20.3",
05/22/26 9:59:36.428,"99000","1008","22.6","65.9","1007","69","20.3",
05/22/26 9:59:41.434,"99300","1008","22.6","65.7","1007","69","20.3",
05/22/26 9:59:46.436,"99900","1008","22.6","65.7","1007","69","20.3",
05/22/26 9:59:51.430,"100200","1008","22.6","65.9","1007","69","20.3",
05/22/26 9:59:56.436,"100100","1008","22.6","65.9","1007","69","20.3",
05/22/26 10:00:01.436,"99900","1008","22.6","65.8","1007","69","20.4",
05/22/26 10:00:06.429,"99900","1008","22.6","66.2","1007","70","20.4",
05/22/26 10:00:11.434,"100100","1008","22.7","66","1007","70","20.4",
05/22/26 10:00:16.433,"100100","1008","22.7","66.1","1007","70","20.4",
05/22/26 10:00:21.434,"100200","1008","22.7","66.3","1007","70","20.4",
05/22/26 10:00:26.436,"99900","1008","22.7","66.2","1007","70","20.4",
05/22/26 10:00:31.435,"100200","1008","22.7","65.9","1007","69","20.4",
05/22/26 10:00:36.433,"100200","1008","22.7","65.9","1007","69","20.4",
05/22/26 10:00:41.429,"100100","1008","22.7","66","1007","70","20.4",
05/22/26 10:00:46.428,"100400","1008","22.7","66.2","1007","70","20.4",
05/22/26 10:00:51.433,"101000","1008","22.7","65.9","1007","69","20.4",
05/22/26 10:00:56.428,"100600","1008","22.7","65.8","1007","69","20.4",
05/22/26 10:01:01.436,"100600","1008","22.7","65.6","1007","69","20.4",
05/22/26 10:01:06.427,"100600","1008","22.7","65.5","1007","69","20.4",
05/22/26 10:01:11.429,"100600","1008","22.7","65.4","1007","69","20.4",
05/22/26 10:01:16.433,"100800","1008","22.6","65.4","1007","69","20.4",
05/22/26 10:01:21.436,"100400","1008","22.7","65.3","1007","69","20.4",
05/22/26 10:01:26.436,"100600","1008","22.7","65.9","1007","69","20.4",
05/22/26 10:01:31.435,"100200","1008","22.7","66","1007","69","20.4",
05/22/26 10:01:36.436,"100400","1008","22.7","65.7","1007","69","20.4",
05/22/26 10:01:41.432,"100200","1008","22.7","65.6","1007","69","20.4",
05/22/26 10:01:46.428,"101000","1008","22.7","65.5","1007","69","20.4",
05/22/26 10:01:51.428,"100800","1008","22.6","65.7","1007","69","20.4",
05/22/26 10:01:56.436,"100800","1008","22.6","65.8","1007","69","20.4",
05/22/26 10:02:01.437,"100800","1008","22.6","65.6","1007","69","20.4",
05/22/26 10:02:06.432,"101000","1008","22.6","65.7","1007","69","20.4",
05/22/26 10:02:11.431,"101200","1008","22.6","65.9","1007","69","20.4",
05/22/26 10:02:16.431,"101000","1008","22.6","65.7","1007","69","20.4",
05/22/26 10:02:21.435,"101000","1008","22.6","65.5","1007","69","20.4",
05/22/26 10:02:26.427,"101400","1008","22.6","65.9","1007","69","20.4",
05/22/26 10:02:31.437,"101000","1008","22.6","66.1","1007","69","20.4",
05/22/26 10:02:36.428,"101400","1008","22.6","66.6","1007","69","20.4",
05/22/26 10:02:41.434,"101200","1008","22.6","66.3","1007","69","20.4",
05/22/26 10:02:46.431,"101600","1008","22.6","66.1","1007","69","20.4",
05/22/26 10:02:51.433,"101800","1008","22.6","66.2","1007","69","20.4",
05/22/26 10:02:56.429,"101800","1008","22.6","66.6","1007","70","20.4",
05/22/26 10:03:01.428,"101400","1008","22.6","66.4","1007","69","20.4",
05/22/26 10:03:06.432,"101400","1008","22.6","66.4","1007","69","20.4",
05/22/26 10:03:11.438,"101400","1008","22.6","66.5","1007","70","20.4",
05/22/26 10:03:16.437,"101400","1008","22.6","66.3","1007","69","20.4",
05/22/26 10:03:21.437,"101000","1008","22.6","66.1","1007","69","20.4",
05/22/26 10:03:26.438,"101200","1008","22.6","66","1007","69","20.4",
05/22/26 10:03:31.437,"101600","1008","22.6","65.9","1007","69","20.4",
05/22/26 10:03:36.437,"102000","1008","22.6","65.9","1007","69","20.4",
05/22/26 10:03:41.437,"101600","1008","22.6","65.9","1007","69","20.4",
05/22/26 10:03:46.438,"101400","1008","22.6","66.1","1007","69","20.4",
05/22/26 10:03:51.438,"101600","1008","22.6","65.6","1007","69","20.4",
05/22/26 10:03:56.438,"101800","1008","22.6","65.8","1007","69","20.4",
05/22/26 10:04:01.437,"101000","1008","22.6","66.2","1007","69","20.4",
05/22/26 10:04:06.438,"100600","1008","22.6","66.5","1007","69","20.4",
05/22/26 10:04:11.431,"101600","1008","22.6","66.4","1007","69","20.4",
05/22/26 10:04:16.430,"102200","1008","22.6","66.3","1007","69","20.4",
05/22/26 10:04:21.437,"101400","1008","22.6","65.9","1007","69","20.4",
05/22/26 10:04:26.434,"102200","1008","22.6","65.9","1007","69","20.4",
05/22/26 10:04:31.434,"102500","1008","22.6","65.8","1007","69","20.4",
05/22/26 10:04:36.436,"102700","1008","22.6","65.8","1007","69","20.4",
05/22/26 10:04:41.430,"102200","1008","22.6","65.8","1007","69","20.4",
05/22/26 10:04:46.438,"102200","1008","22.6","66.2","1007","69","20.4",
05/22/26 10:04:51.438,"101400","1008","22.6","66.5","1007","70","20.4",
05/22/26 10:04:56.438,"102200","1008","22.6","66.1","1007","69","20.4",
05/22/26 10:05:01.438,"102300","1008","22.6","66","1007","69","20.4",
05/22/26 10:05:06.438,"102200","1008","22.6","66.4","1007","69","20.4",
05/22/26 10:05:11.438,"102000","1008","22.6","66.4","1007","69","20.4",
05/22/26 10:05:16.438,"102000","1008","22.6","66.2","1007","69","20.4",
05/22/26 10:05:21.438,"102500","1008","22.6","66.4","1007","69","20.4",
05/22/26 10:05:26.439,"102700","1008","22.6","66.5","1007","69","20.4",
05/22/26 10:05:31.438,"102000","1008","22.6","66.4","1007","69","20.4",
05/22/26 10:05:36.439,"102200","1008","22.6","66.2","1007","69","20.4",
05/22/26 10:05:41.439,"102500","1008","22.6","66.2","1007","69","20.4",
05/22/26 10:05:46.439,"102900","1008","22.6","66","1007","69","20.4",
05/22/26 10:05:51.438,"102700","1008","22.6","66.1","1007","69","20.4",
05/22/26 10:05:56.439,"102300","1008","22.6","65.9","1007","69","20.4",
05/22/26 10:06:01.439,"101400","1008","22.7","65.9","1007","69","20.4",
05/22/26 10:06:06.439,"100400","1008","22.7","66","1007","69","20.4",
05/22/26 10:06:11.439,"99300","1008","22.7","66","1007","69","20.4",
05/22/26 10:06:16.439,"99500","1008","22.7","66.3","1007","69","20.4",
05/22/26 10:06:21.439,"99300","1008","22.7","66.3","1007","70","20.4",
05/22/26 10:06:26.438,"99300","1008","22.7","65.9","1007","69","20.4",
05/22/26 10:06:31.438,"99000","1008","22.6","66.4","1007","70","20.4",
05/22/26 10:06:36.439,"98400","1008","22.6","66.5","1007","70","20.4",
05/22/26 10:06:41.437,"98600","1008","22.6","66.7","1007","70","20.4",
05/22/26 10:06:46.439,"98800","1008","22.7","66.8","1007","70","20.4",
05/22/26 10:06:51.439,"99300","1008","22.6","66.1","1007","70","20.4",
05/22/26 10:06:56.432,"98400","1008","22.6","65.7","1007","69","20.4",
05/22/26 10:07:01.438,"98400","1008","22.6","65.6","1007","69","20.4",
05/22/26 10:07:06.429,"98400","1008","22.6","65.6","1007","69","20.4",
05/22/26 10:07:11.435,"98600","1008","22.6","65.8","1007","69","20.4",
05/22/26 10:07:16.432,"98400","1008","22.6","66","1007","69","20.4",
05/22/26 10:07:21.436,"98400","1008","22.6","65.7","1007","69","20.4",
05/22/26 10:07:26.430,"98600","1008","22.6","65.8","1007","69","20.4",
05/22/26 10:07:31.437,"99000","1008","22.6","66.3","1007","69","20.4",
05/22/26 10:07:36.431,"98400","1008","22.6","66.4","1007","69","20.4",
05/22/26 10:07:41.436,"98400","1008","22.6","66.2","1007","69","20.4",
05/22/26 10:07:46.430,"98800","1008","22.6","66.1","1007","69","20.4",
05/22/26 10:07:51.439,"99300","1008","22.6","66","1007","69","20.4",
05/22/26 10:07:56.435,"99200","1008","22.6","65.8","1007","69","20.4",
05/22/26 10:08:01.432,"99000","1008","22.6","65.5","1007","69","20.4",
05/22/26 10:08:06.438,"99200","1008","22.5","65.6","1007","69","20.4",
05/22/26 10:08:11.433,"99200","1008","22.5","65.6","1007","69","20.4",
05/22/26 10:08:16.439,"98400","1008","22.5","65.9","1007","69","20.4",
05/22/26 10:08:21.435,"98800","1008","22.5","66.2","1007","69","20.4",
05/22/26 10:08:26.436,"98800","1008","22.5","66.4","1007","69","20.4",
05/22/26 10:08:31.434,"99200","1008","22.5","66.3","1007","69","20.4",
05/22/26 10:08:36.439,"99200","1008","22.5","66.1","1007","69","20.4",
05/22/26 10:08:41.435,"99200","1008","22.5","66","1007","69","20.4",
05/22/26 10:08:46.432,"99200","1008","22.5","66","1007","69","20.4",
05/22/26 10:08:51.440,"98600","1008","22.6","66.1","1007","69","20.4",
05/22/26 10:08:56.432,"98400","1008","22.6","66.3","1007","69","20.4",
05/22/26 10:09:01.435,"98400","1008","22.5","65.8","1007","69","20.4",
05/22/26 10:09:06.440,"98800","1008","22.5","65.7","1007","69","20.4",
05/22/26 10:09:11.440,"98600","1008","22.5","65.6","1007","69","20.4",
05/22/26 10:09:16.440,"98600","1008","22.5","65.8","1007","69","20.4",
05/22/26 10:09:21.440,"99200","1008","22.6","65.8","1007","69","20.4",
05/22/26 10:09:26.440,"98800","1008","22.5","65.6","1007","69","20.4",
05/22/26 10:09:31.439,"99000","1008","22.5","66.4","1007","69","20.4",
05/22/26 10:09:36.441,"99000","1008","22.6","66.2","1007","69","20.4",
05/22/26 10:09:41.440,"99000","1008","22.6","65.8","1007","69","20.4",
05/22/26 10:09:46.441,"98800","1008","22.6","65.8","1007","69","20.4",
05/22/26 10:09:51.441,"99000","1008","22.5","66","1007","69","20.4",
05/22/26 10:09:56.440,"99000","1008","22.5","66.4","1007","69","20.4",
05/22/26 10:10:01.433,"99000","1008","22.5","66.7","1007","69","20.4",
05/22/26 10:10:06.436,"98800","1008","22.5","66.5","1007","69","20.4",
05/22/26 10:10:11.431,"99700","1008","22.5","66.6","1007","69","20.4",
05/22/26 10:10:16.431,"99700","1008","22.5","66.8","1007","70","20.4",
05/22/26 10:10:21.438,"99900","1008","22.5","66.8","1007","70","20.4",
05/22/26 10:10:26.438,"99900","1008","22.6","66.8","1007","70","20.4",
05/22/26 10:10:31.439,"100200","1008","22.6","66.6","1007","69","20.4",
05/22/26 10:10:36.438,"100200","1008","22.5","66.2","1007","69","20.4",
05/22/26 10:10:41.440,"100400","1008","22.5","65.9","1007","69","20.4",
05/22/26 10:10:46.441,"100800","1008","22.5","66.3","1007","69","20.4",
05/22/26 10:10:51.437,"101000","1008","22.5","66.2","1007","69","20.4",
05/22/26 10:10:56.434,"101200","1008","22.5","66","1007","69","20.4",
05/22/26 10:11:01.434,"101200","1008","22.5","66.3","1007","69","20.4",
05/22/26 10:11:06.433,"101200","1008","22.5","66.2","1007","69","20.4",
05/22/26 10:11:11.435,"101200","1008","22.5","65.9","1007","69","20.4",
05/22/26 10:11:16.441,"101200","1008","22.5","65.7","1007","69","20.4",
05/22/26 10:11:21.433,"101000","1008","22.5","65.6","1007","69","20.4",
05/22/26 10:11:26.435,"101400","1008","22.5","66","1007","69","20.4",
05/22/26 10:11:31.441,"101600","1008","22.5","65.8","1007","69","20.4",
05/22/26 10:11:36.431,"101600","1008","22.5","65.8","1007","69","20.4",
05/22/26 10:11:41.432,"101400","1008","22.5","66.2","1007","69","20.4",
05/22/26 10:11:46.434,"101600","1008","22.5","66.5","1007","69","20.4",
05/22/26 10:11:51.441,"101600","1008","22.5","66.3","1007","69","20.4",
05/22/26 10:11:56.441,"101400","1008","22.5","66.2","1007","69","20.4",
05/22/26 10:12:01.436,"101600","1008","22.5","66.3","1007","69","20.4",
05/22/26 10:12:06.432,"101600","1008","22.5","66.8","1007","69","20.4",
05/22/26 10:12:11.436,"101800","1008","22.5","66.7","1007","70","20.4",
05/22/26 10:12:16.433,"102000","1008","22.5","66.5","1007","70","20.4",
05/22/26 10:12:21.435,"102500","1008","22.5","66.4","1007","69","20.4",
05/22/26 10:12:26.436,"102000","1008","22.5","66.7","1007","69","20.4",
05/22/26 10:12:31.441,"102300","1008","22.5","66.8","1007","70","20.4",
05/22/26 10:12:36.436,"102000","1008","22.5","66.6","1007","70","20.4",
05/22/26 10:12:41.439,"101600","1008","22.5","66.9","1007","70","20.4",
05/22/26 10:12:46.441,"101600","1008","22.5","67.5","1007","70","20.4",
05/22/26 10:12:51.441,"101400","1008","22.5","67","1007","70","20.4",
05/22/26 10:12:56.432,"101600","1008","22.5","66.6","1007","69","20.4",
05/22/26 10:13:01.441,"102000","1008","22.5","67","1007","70","20.4",
05/22/26 10:13:06.441,"102200","1008","22.5","66.7","1007","70","20.4",
05/22/26 10:13:11.441,"102000","1008","22.5","66.5","1007","70","20.4",
05/22/26 10:13:16.441,"102000","1008","22.5","66.6","1007","70","20.4",
05/22/26 10:13:21.442,"102200","1008","22.5","66.7","1007","70","20.4",
05/22/26 10:13:26.442,"101800","1008","22.5","66.6","1007","69","20.4",
05/22/26 10:13:31.441,"102200","1008","22.5","66.1","1007","69","20.4",
05/22/26 10:13:36.442,"102000","1008","22.5","65.8","1007","69","20.4",
05/22/26 10:13:41.441,"102300","1008","22.5","66.2","1007","69","20.4",
05/22/26 10:13:46.441,"102900","1008","22.5","66.1","1007","69","20.4",
05/22/26 10:13:51.441,"102300","1008","22.5","66.2","1007","69","20.4",
05/22/26 10:13:56.442,"102000","1008","22.5","66.4","1007","69","20.4",
05/22/26 10:14:01.442,"101600","1008","22.5","65.8","1007","69","20.4",
05/22/26 10:14:06.442,"102200","1008","22.5","65.6","1007","69","20.4",
05/22/26 10:14:11.444,"102200","1008","22.5","65.7","1007","69","20.4",
05/22/26 10:14:16.444,"102200","1008","22.5","65.6","1007","69","20.4",
05/22/26 10:14:21.444,"102200","1008","22.5","65.5","1007","69","20.4",
05/22/26 10:14:26.444,"102200","1008","22.5","65.2","1007","68","20.4",
05/22/26 10:14:31.444,"102200","1008","22.5","65.4","1007","68","20.4",
05/22/26 10:14:36.444,"102200","1008","22.5","65.7","1007","69","20.4",
05/22/26 10:14:41.444,"102300","1008","22.5","66","1007","69","20.4",
05/22/26 10:14:46.444,"102300","1008","22.5","66","1007","69","20.4",
05/22/26 10:14:51.444,"102300","1008","22.5","66","1007","69","20.4",
05/22/26 10:14:56.445,"102500","1008","22.5","65.9","1007","69","20.4",
05/22/26 10:15:01.444,"102000","1008","22.5","66.5","1007","69","20.4",
05/22/26 10:15:06.445,"102500","1008","22.5","66.7","1007","69","20.4",
05/22/26 10:15:11.444,"103300","1008","22.5","66.3","1007","69","20.4",
05/22/26 10:15:16.444,"103500","1008","22.5","65.8","1007","69","20.4",
05/22/26 10:15:21.444,"102500","1008","22.4","65.5","1007","69","20.4",
05/22/26 10:15:26.445,"102500","1008","22.4","66","1007","69","20.4",
05/22/26 10:15:31.445,"102200","1008","22.5","66.3","1007","69","20.3",
05/22/26 10:15:36.445,"102300","1008","22.5","66.3","1007","69","20.4",
05/22/26 10:15:41.435,"102500","1008","22.5","66.4","1007","69","20.3",
05/22/26 10:15:46.436,"102500","1008","22.5","66.2","1007","69","20.4",
05/22/26 10:15:51.440,"103100","1008","22.5","65.9","1007","69","20.3",
05/22/26 10:15:56.440,"102500","1008","22.5","65.9","1007","69","20.4",
05/22/26 10:16:01.442,"102700","1008","22.5","65.9","1007","69","20.4",
05/22/26 10:16:06.443,"102900","1008","22.5","65.9","1007","69","20.4",
05/22/26 10:16:11.442,"102700","1008","22.5","66.2","1007","69","20.4",
05/22/26 10:16:16.442,"102500","1008","22.6","66.4","1007","69","20.4",
05/22/26 10:16:21.439,"102900","1008","22.6","66.3","1007","69","20.4",
05/22/26 10:16:26.442,"102700","1008","22.5","66.1","1007","69","20.4",
05/22/26 10:16:31.442,"102900","1008","22.5","66.2","1007","69","20.4",
05/22/26 10:16:36.438,"103100","1008","22.5","66.2","1007","69","20.4",
05/22/26 10:16:41.445,"103300","1008","22.5","66.2","1007","69","20.4",
05/22/26 10:16:46.444,"103100","1008","22.5","66.7","1007","70","20.4",
05/22/26 10:16:51.445,"103900","1008","22.5","66.6","1007","70","20.4",
05/22/26 10:16:56.445,"104300","1008","22.6","66.2","1007","69","20.4",
05/22/26 10:17:01.445,"104100","1008","22.6","66.3","1007","69","20.4",
05/22/26 10:17:06.445,"103300","1008","22.6","66.3","1007","69","20.4",
05/22/26 10:17:11.440,"103100","1008","22.6","66.1","1007","69","20.4",
05/22/26 10:17:16.445,"103100","1008","22.6","66.1","1007","69","20.4",
05/22/26 10:17:21.445,"103100","1008","22.6","66.1","1007","69","20.4",
05/22/26 10:17:26.445,"103100","1008","22.6","66.1","1007","69","20.4",
05/22/26 10:17:31.445,"103700","1008","22.6","65.8","1007","69","20.4",
05/22/26 10:17:36.445,"103300","1008","22.6","65.6","1007","69","20.4",
05/22/26 10:17:41.446,"102900","1008","22.6","65.5","1007","69","20.4",
05/22/26 10:17:46.446,"102500","1008","22.6","65.7","1007","69","20.4",
05/22/26 10:17:51.446,"103100","1008","22.6","65.4","1007","69","20.4",
05/22/26 10:17:56.437,"103300","1008","22.6","65.6","1007","69","20.4",
05/22/26 10:18:01.439,"103500","1008","22.6","65.3","1007","69","20.4",
