,sensor [Auto],,,,
07/10/26 14:50:04.905,"20450","1006","25.8","59.3",
07/10/26 14:50:09.905,"12550","1006","25.8","59.2",
07/10/26 14:50:14.905,"8120","1006","25.8","59.3",
07/10/26 14:50:19.905,"5590","1006","25.7","59.3",
07/10/26 14:50:24.905,"4090","1006","25.7","59.3",
07/10/26 14:50:29.905,"3210","1006","25.7","59.3",
07/10/26 14:50:34.905,"2630","1006","25.7","59.3",
07/10/26 14:50:39.905,"2190","1006","25.8","59.3",
07/10/26 14:50:44.905,"1910","1006","25.8","59.2",
07/10/26 14:50:49.905,"1690","1006","25.7","59.3",
07/10/26 14:50:54.905,"1520","1006","25.7","59.3",
07/10/26 14:50:59.905,"1360","1006","25.7","59.3",
07/10/26 14:51:04.906,"1270","1006","25.7","59.3",
07/10/26 14:51:09.906,"1160","1006","25.7","59.3",
07/10/26 14:51:14.906,"1060","1006","25.7","59.3",
07/10/26 14:51:19.905,"970","1006","25.7","59.4",
07/10/26 14:51:24.905,"900","1006","25.8","59.5",
07/10/26 14:51:29.905,"830","1006","25.8","59.3",
07/10/26 14:51:34.906,"760","1006","25.8","59.2",
07/10/26 14:51:39.906,"700","1006","25.8","59.2",
07/10/26 14:51:44.905,"650","1006","25.7","59.3",
07/10/26 14:51:49.906,"590","1006","25.7","59.3",
07/10/26 14:51:54.906,"570","1006","25.7","59.3",
07/10/26 14:51:59.906,"520","1006","25.7","59.3",
07/10/26 14:52:04.906,"470","1006","25.8","59.2",
07/10/26 14:52:09.906,"430","1006","25.8","59.2",
07/10/26 14:52:14.907,"370","1006","25.8","59.2",
07/10/26 14:52:19.906,"320","1006","25.7","59.3",
07/10/26 14:52:24.906,"300","1006","25.8","59.3",
07/10/26 14:52:29.906,"310","1006","25.8","59.3",
07/10/26 14:52:34.907,"310","1006","25.8","59.3",
07/10/26 14:52:39.906,"300","1006","25.8","59.2",
07/10/26 14:52:44.907,"280","1006","25.8","59.2",
07/10/26 14:52:49.907,"250","1006","25.8","59.2",
07/10/26 14:52:54.906,"210","1006","25.8","59.1",
07/10/26 14:52:59.906,"190","1006","25.8","59.1",
07/10/26 14:53:04.907,"190","1006","25.8","59.1",
07/10/26 14:53:09.906,"200","1006","25.8","59.1",
07/10/26 14:53:14.906,"210","1006","25.8","59.1",
07/10/26 14:53:19.906,"200","1006","25.8","59.1",
07/10/26 14:53:24.908,"160","1006","25.8","59.1",
07/10/26 14:53:29.907,"140","1006","25.8","59.1",
07/10/26 14:53:34.907,"140","1006","25.8","59.1",
07/10/26 14:53:39.907,"130","1006","25.8","59.1",
07/10/26 14:53:44.907,"130","1006","25.7","59.2",
07/10/26 14:53:49.907,"110","1006","25.7","59.2",
07/10/26 14:53:54.908,"110","1006","25.7","59.3",
07/10/26 14:53:59.908,"110","1006","25.7","59.3",
07/10/26 14:54:04.908,"100","1006","25.7","59.4",
07/10/26 14:54:09.907,"70","1006","25.7","59.3",
07/10/26 14:54:14.907,"70","1006","25.7","59.3",
07/10/26 14:54:19.907,"50","1006","25.7","59.3",
07/10/26 14:54:24.908,"60","1006","25.7","59.3",
07/10/26 14:54:29.907,"40","1006","25.7","59.3",
07/10/26 14:54:34.907,"40","1006","25.7","59.3",
07/10/26 14:54:39.908,"60","1006","25.7","59.3",
07/10/26 14:54:44.907,"80","1006","25.7","59.3",
07/10/26 14:54:49.908,"80","1006","25.7","59.3",
07/10/26 14:54:54.908,"70","1006","25.7","59.2",
07/10/26 14:54:59.908,"40","1006","25.7","59.2",
07/10/26 14:55:04.908,"40","1006","25.7","59.2",
07/10/26 14:55:09.908,"40","1006","25.7","59.2",
07/10/26 14:55:14.908,"60","1006","25.7","59.2",
07/10/26 14:55:19.908,"40","1006","25.7","59.2",
07/10/26 14:55:24.908,"50","1006","25.8","59.1",
07/10/26 14:55:29.908,"40","1006","25.8","59.2",
07/10/26 14:55:34.908,"40","1006","25.8","59.1",
07/10/26 14:55:39.908,"50","1006","25.8","59.1",
07/10/26 14:55:44.908,"30","1006","25.8","59.1",
07/10/26 14:55:49.909,"20","1006","25.8","59.1",
07/10/26 14:55:54.909,"20","1006","25.7","59.2",
07/10/26 14:55:59.908,"10","1006","25.8","59.2",
07/10/26 14:56:04.908,"20","1006","25.8","59.1",
07/10/26 14:56:09.909,"50","1006","25.8","59.1",
07/10/26 14:56:14.908,"40","1006","25.8","59.1",
07/10/26 14:56:19.909,"10","1006","25.8","59.1",
07/10/26 14:56:24.909,"0","1006","25.8","59.1",
07/10/26 14:56:29.908,"10","1006","25.8","59.1",
07/10/26 14:56:34.908,"0","1006","25.8","59.1",
07/10/26 14:56:39.909,"0","1006","25.7","59.2",
07/10/26 14:56:44.909,"0","1006","25.8","59.2",
07/10/26 14:56:49.909,"0","1006","25.8","59.1",
07/10/26 14:56:54.909,"10","1006","25.7","59.1",
07/10/26 14:56:59.909,"10","1006","25.7","59.2",
07/10/26 14:57:04.909,"10","1006","25.7","59.2",
07/10/26 14:57:09.909,"0","1006","25.7","59.2",
07/10/26 14:57:14.909,"30","1006","25.7","59.2",
07/10/26 14:57:19.909,"0","1006","25.7","59.2",
07/10/26 14:57:24.909,"10","1006","25.7","59.2",
07/10/26 14:57:29.909,"30","1006","25.8","59.2",
07/10/26 14:57:34.910,"30","1006","25.7","59.2",
07/10/26 14:57:39.910,"30","1006","25.8","59.2",
07/10/26 14:57:44.909,"30","1006","25.8","59.2",
07/10/26 14:57:49.910,"10","1006","25.7","59.2",
07/10/26 14:57:54.910,"0","1006","25.8","59.2",
07/10/26 14:57:59.910,"10","1006","25.7","59.2",
07/10/26 14:58:04.910,"20","1006","25.7","59.2",
07/10/26 14:58:09.909,"0","1006","25.7","59.2",
07/10/26 14:58:14.910,"0","1006","25.7","59.2",
07/10/26 14:58:19.910,"0","1006","25.7","59.3",
07/10/26 14:58:24.910,"30","1006","25.7","59.4",
07/10/26 14:58:29.910,"40","1006","25.8","59.4",
07/10/26 14:58:34.910,"40","1006","25.8","59.5",
07/10/26 14:58:39.910,"30","1006","25.8","59.5",
07/10/26 14:58:44.910,"10","1006","25.8","59.9",
07/10/26 14:58:49.910,"0","1006","25.8","59.7",
07/10/26 14:58:54.910,"0","1006","25.7","59.7",
07/10/26 14:58:59.910,"0","1006","25.7","59.6",
07/10/26 14:59:04.910,"10","1006","25.7","59.7",
07/10/26 14:59:09.910,"0","1006","25.7","59.9",
07/10/26 14:59:14.910,"0","1006","25.7","59.8",
07/10/26 14:59:19.910,"0","1006","25.7","59.7",
07/10/26 14:59:24.910,"0","1006","25.7","59.6",
07/10/26 14:59:29.911,"0","1006","25.7","59.4",
07/10/26 14:59:34.910,"0","1006","25.8","59.4",
07/10/26 14:59:39.911,"0","1006","25.7","59.4",
07/10/26 14:59:44.910,"0","1006","25.7","59.4",
07/10/26 14:59:49.911,"0","1006","25.8","59.3",
07/10/26 14:59:54.910,"0","1006","25.8","59.2",
07/10/26 14:59:59.911,"0","1006","25.8","59.2",
07/10/26 15:00:04.910,"0","1006","25.8","59.2",
07/10/26 15:00:09.911,"0","1006","25.8","59.2",
07/10/26 15:00:14.911,"0","1006","25.7","59.2",
07/10/26 15:00:19.911,"0","1006","25.7","59.3",
07/10/26 15:00:24.911,"0","1006","25.7","59.3",
07/10/26 15:00:29.911,"0","1006","25.7","59.4",
07/10/26 15:00:34.911,"20","1006","25.7","59.4",
07/10/26 15:00:39.911,"30","1006","25.7","59.4",
07/10/26 15:00:44.911,"30","1006","25.7","59.4",
07/10/26 15:00:49.911,"0","1006","25.7","59.4",
07/10/26 15:00:54.911,"0","1006","25.7","59.4",
07/10/26 15:00:59.912,"0","1006","25.7","59.3",
07/10/26 15:01:04.911,"0","1006","25.7","59.3",
07/10/26 15:01:09.911,"0","1006","25.7","59.3",
07/10/26 15:01:14.911,"0","1006","25.7","59.3",
07/10/26 15:01:19.911,"0","1006","25.7","59.4",
07/10/26 15:01:24.912,"0","1006","25.7","59.3",
07/10/26 15:01:29.911,"0","1006","25.7","59.3",
07/10/26 15:01:34.912,"0","1006","25.7","59.3",
07/10/26 15:01:39.912,"30","1006","25.7","59.3",
07/10/26 15:01:44.912,"0","1006","25.7","59.1",
07/10/26 15:01:49.912,"0","1006","25.7","59.3",
07/10/26 15:01:54.912,"10","1006","25.7","59.3",
07/10/26 15:01:59.911,"0","1006","25.7","59.3",
07/10/26 15:02:04.911,"10","1006","25.7","59.5",
07/10/26 15:02:09.912,"10","1006","25.7","59.4",
07/10/26 15:02:14.911,"10","1006","25.7","59.4",
07/10/26 15:02:19.912,"10","1006","25.8","59.3",
07/10/26 15:02:24.912,"20","1006","25.7","59.3",
07/10/26 15:02:29.912,"0","1006","25.7","59.3",
07/10/26 15:02:34.912,"0","1006","25.7","59.3",
07/10/26 15:02:39.912,"30","1006","25.7","59.3",
07/10/26 15:02:44.912,"0","1006","25.7","59.4",
07/10/26 15:02:49.913,"10","1006","25.7","59.3",
07/10/26 15:02:54.912,"0","1006","25.8","59.3",
07/10/26 15:02:59.912,"0","1006","25.8","59.3",
07/10/26 15:03:04.912,"0","1006","25.8","59.3",
07/10/26 15:03:09.912,"10","1006","25.8","59.2",
07/10/26 15:03:14.912,"10","1006","25.8","59.2",
07/10/26 15:03:19.913,"10","1006","25.8","59.1",
07/10/26 15:03:24.913,"30","1006","25.8","59.1",
07/10/26 15:03:29.913,"40","1006","25.8","59.1",
07/10/26 15:03:34.913,"40","1006","25.8","59.1",
07/10/26 15:03:39.913,"40","1006","25.8","59.2",
07/10/26 15:03:44.913,"30","1006","25.8","59.2",
07/10/26 15:03:49.912,"50","1006","25.8","59.1",
07/10/26 15:03:54.913,"40","1006","25.8","59.2",
07/10/26 15:03:59.913,"50","1006","25.8","59.2",
07/10/26 15:04:04.913,"50","1006","25.8","59.2",
07/10/26 15:04:09.913,"50","1006","25.8","59.1",
07/10/26 15:04:14.913,"70","1006","25.8","59.1",
07/10/26 15:04:19.913,"80","1006","25.8","59.1",
07/10/26 15:04:24.913,"70","1006","25.8","59.1",
07/10/26 15:04:29.913,"50","1006","25.8","59.1",
07/10/26 15:04:34.913,"60","1006","25.8","59.1",
07/10/26 15:04:39.913,"70","1006","25.8","59.1",
07/10/26 15:04:44.913,"80","1006","25.8","59.1",
07/10/26 15:04:49.914,"70","1006","25.8","59.1",
07/10/26 15:04:54.913,"40","1006","25.8","59.1",
07/10/26 15:04:59.914,"30","1006","25.8","59.2",
07/10/26 15:05:04.914,"30","1006","25.8","59.2",
07/10/26 15:05:09.914,"50","1006","25.8","59.1",
07/10/26 15:05:14.914,"60","1006","25.8","59.1",
07/10/26 15:05:19.914,"70","1006","25.8","59.1",
07/10/26 15:05:24.914,"40","1006","25.8","59.1",
07/10/26 15:05:29.914,"30","1006","25.8","59.1",
07/10/26 15:05:34.914,"10","1006","25.8","59.1",
07/10/26 15:05:39.914,"10","1006","25.8","59.1",
07/10/26 15:05:44.914,"40","1006","25.8","59.1",
07/10/26 15:05:49.914,"20","1006","25.8","59.1",
07/10/26 15:05:54.913,"30","1006","25.8","59.1",
07/10/26 15:05:59.914,"30","1006","25.8","59.1",
07/10/26 15:06:04.914,"30","1006","25.8","59.1",
07/10/26 15:06:09.914,"70","1006","25.8","59.1",
07/10/26 15:06:14.914,"80","1006","25.8","59.1",
07/10/26 15:06:19.914,"40","1006","25.8","59.1",
07/10/26 15:06:24.915,"50","1006","25.8","59.1",
07/10/26 15:06:29.914,"30","1006","25.8","59.1",
07/10/26 15:06:34.914,"30","1006","25.8","59.1",
07/10/26 15:06:39.914,"60","1006","25.8","59.2",
07/10/26 15:06:44.914,"70","1006","25.8","59.4",
07/10/26 15:06:49.915,"50","1006","25.8","59.3",
07/10/26 15:06:54.914,"70","1006","25.8","59.9",
07/10/26 15:06:59.914,"50","1006","25.8","59.7",
07/10/26 15:07:04.915,"30","1006","25.8","59.6",
07/10/26 15:07:09.915,"50","1006","25.8","59.6",
07/10/26 15:07:14.914,"50","1006","25.8","59.9",
07/10/26 15:07:19.914,"70","1006","25.8","60.1",
07/10/26 15:07:24.914,"50","1006","25.8","60.3",
07/10/26 15:07:29.915,"50","1006","25.8","60.6",
07/10/26 15:07:34.915,"50","1006","25.8","60.3",
07/10/26 15:07:39.915,"80","1006","25.8","60.8",
07/10/26 15:07:44.915,"50","1006","25.8","60.2",
07/10/26 15:07:49.915,"60","1006","25.8","59.8",
07/10/26 15:07:54.915,"60","1006","25.8","59.6",
07/10/26 15:07:59.915,"50","1006","25.8","59.5",
07/10/26 15:08:04.915,"70","1006","25.8","59.8",
07/10/26 15:08:09.915,"60","1006","25.8","60.4",
07/10/26 15:08:14.915,"70","1006","25.8","59.8",
07/10/26 15:08:19.915,"50","1006","25.8","60.3",
07/10/26 15:08:24.915,"50","1006","25.8","60.9",
07/10/26 15:08:29.915,"40","1006","25.8","60.4",
07/10/26 15:08:34.915,"60","1006","25.8","60.1",
07/10/26 15:08:39.915,"50","1006","25.8","59.8",
07/10/26 15:08:44.916,"20","1006","25.8","60",
07/10/26 15:08:49.916,"10","1006","25.8","60",
07/10/26 15:08:54.915,"40","1006","25.8","59.6",
07/10/26 15:08:59.916,"40","1006","25.8","59.6",
07/10/26 15:09:04.915,"50","1006","25.8","59.5",
07/10/26 15:09:09.915,"50","1006","25.8","59.4",
07/10/26 15:09:14.916,"50","1006","25.8","59.4",
07/10/26 15:09:19.916,"30","1006","25.8","59.4",
07/10/26 15:09:24.916,"10","1006","25.8","59.3",
07/10/26 15:09:29.916,"30","1006","25.8","59.3",
07/10/26 15:09:34.916,"70","1006","25.8","59.2",
07/10/26 15:09:39.916,"60","1006","25.8","59.2",
07/10/26 15:09:44.916,"60","1006","25.8","59.2",
07/10/26 15:09:46.913,"60","1006","25.8","59.1",
07/10/26 15:10:12.541,"0","1006","25.8","59.2",
07/10/26 15:10:17.543,"0","1006","25.8","59.2",
07/10/26 15:10:22.542,"0","1006","25.8","59.2",
07/10/26 15:10:27.541,"0","1006","25.8","59.5",
07/10/26 15:10:32.541,"0","1006","25.8","59.5",
07/10/26 15:10:37.541,"0","1006","25.8","59.5",
07/10/26 15:10:42.542,"0","1006","25.8","59.5",
07/10/26 15:10:47.545,"0","1006","25.8","60.2",
07/10/26 15:10:52.541,"10","1006","25.8","59.8",
07/10/26 15:10:57.541,"10","1006","25.8","59.5",
07/10/26 15:11:02.541,"0","1006","25.8","59.6",
07/10/26 15:11:07.541,"0","1006","25.8","59.5",
07/10/26 15:11:12.542,"0","1006","25.8","59.4",
07/10/26 15:11:17.542,"10","1006","25.8","59.4",
07/10/26 15:11:22.541,"10","1006","25.8","59.3",
07/10/26 15:11:27.542,"0","1006","25.8","59.3",
07/10/26 15:11:32.542,"0","1006","25.8","59.4",
07/10/26 15:11:37.542,"10","1006","25.8","59.4",
07/10/26 15:11:42.542,"10","1006","25.8","59.4",
07/10/26 15:11:47.542,"0","1006","25.8","59.3",
07/10/26 15:11:52.542,"0","1006","25.8","59.3",
07/10/26 15:11:57.542,"0","1006","25.8","59.3",
07/10/26 15:12:02.542,"0","1006","25.8","59.3",
07/10/26 15:12:07.542,"0","1006","25.8","59.3",
07/10/26 15:12:12.542,"0","1006","25.8","59.3",
07/10/26 15:12:17.542,"0","1006","25.8","59.3",
07/10/26 15:12:22.542,"0","1006","25.8","59.4",
07/10/26 15:12:27.543,"0","1006","25.8","59.4",
07/10/26 15:12:32.543,"0","1006","25.8","59.4",
07/10/26 15:12:37.542,"10","1005","25.8","59.4",
07/10/26 15:12:42.543,"20","1006","25.8","59.4",
07/10/26 15:12:47.542,"0","1006","25.8","59.3",
07/10/26 15:12:52.542,"0","1005","25.8","59.3",
07/10/26 15:12:57.543,"0","1006","25.8","59.3",
07/10/26 15:13:02.542,"0","1006","25.8","59.3",
07/10/26 15:13:07.543,"0","1006","25.8","59.3",
07/10/26 15:13:12.542,"0","1005","25.8","59.2",
07/10/26 15:13:17.543,"0","1006","25.8","59.3",
07/10/26 15:13:22.543,"0","1006","25.8","59.6",
07/10/26 15:13:27.542,"0","1006","25.8","59.5",
07/10/26 15:13:32.543,"0","1005","25.8","59.6",
07/10/26 15:13:37.542,"0","1006","25.8","59.4",
07/10/26 15:13:42.543,"10","1005","25.8","59.4",
07/10/26 15:13:47.543,"10","1006","25.8","59.3",
07/10/26 15:13:52.543,"0","1006","25.8","59.4",
07/10/26 15:13:57.543,"0","1006","25.8","59.4",
07/10/26 15:14:02.545,"0","1006","25.8","59.3",
07/10/26 15:14:07.543,"20","1006","25.8","59.3",
07/10/26 15:14:12.543,"0","1006","25.8","59.3",
07/10/26 15:14:17.544,"0","1005","25.8","59.3",
07/10/26 15:14:22.544,"0","1005","25.8","59.3",
07/10/26 15:14:27.543,"0","1005","25.8","59.2",
07/10/26 15:14:32.543,"0","1006","25.9","59.2",
07/10/26 15:14:37.544,"0","1006","25.9","59.2",
07/10/26 15:14:42.543,"0","1006","25.9","59.2",
07/10/26 15:14:47.543,"0","1005","25.9","59.2",
07/10/26 15:14:52.544,"10","1005","25.9","59.1",
07/10/26 15:14:57.544,"20","1005","25.9","59.2",
07/10/26 15:15:02.544,"0","1005","25.8","59.2",
07/10/26 15:15:07.543,"20","1006","25.8","59.2",
07/10/26 15:15:12.543,"0","1005","25.9","59.2",
07/10/26 15:15:17.544,"10","1006","25.9","59.1",
07/10/26 15:15:22.543,"0","1006","25.9","59.1",
07/10/26 15:15:27.543,"0","1005","25.9","59.2",
07/10/26 15:15:32.543,"10","1005","25.9","59.2",
07/10/26 15:15:37.544,"0","1005","25.9","59.1",
07/10/26 15:15:42.544,"0","1005","25.9","59.4",
07/10/26 15:15:47.544,"10","1005","25.9","59.4",
07/10/26 15:15:52.545,"0","1005","25.9","59.3",
07/10/26 15:15:57.544,"0","1005","25.9","59.2",
07/10/26 15:16:02.545,"0","1005","25.9","59.2",
07/10/26 15:16:07.545,"0","1005","25.9","59.2",
07/10/26 15:16:12.544,"0","1005","25.9","59.6",
07/10/26 15:16:17.544,"0","1005","25.8","59.2",
07/10/26 15:16:22.545,"0","1005","25.8","59.2",
07/10/26 15:16:27.545,"0","1005","25.8","59.2",
07/10/26 15:16:32.544,"0","1005","25.8","59.2",
07/10/26 15:16:37.545,"0","1005","25.8","59.3",
07/10/26 15:16:42.545,"0","1005","25.8","59.4",
07/10/26 15:16:47.545,"0","1005","25.8","59.4",
07/10/26 15:16:52.546,"0","1005","25.8","59.4",
07/10/26 15:16:57.544,"0","1005","25.8","59.3",
07/10/26 15:17:02.545,"10","1005","25.8","59.4",
07/10/26 15:17:07.545,"10","1005","25.8","59.3",
07/10/26 15:17:12.545,"0","1005","25.8","59.3",
07/10/26 15:17:17.545,"0","1005","25.8","59.5",
07/10/26 15:17:22.545,"0","1005","25.8","59.5",
07/10/26 15:17:27.546,"0","1005","25.8","59.4",
07/10/26 15:17:32.545,"0","1005","25.8","59.3",
07/10/26 15:17:37.545,"0","1005","25.8","59.3",
07/10/26 15:17:42.545,"0","1005","25.8","59.3",
07/10/26 15:17:47.545,"0","1005","25.8","59.3",
07/10/26 15:17:52.546,"0","1005","25.8","59.3",
07/10/26 15:17:57.545,"0","1005","25.8","59.3",
07/10/26 15:18:02.545,"0","1005","25.8","59.4",
07/10/26 15:18:07.545,"0","1005","25.9","59.6",
07/10/26 15:18:12.546,"0","1005","25.9","59.6",
07/10/26 15:18:17.545,"0","1005","25.9","59.5",
07/10/26 15:18:22.546,"10","1005","25.9","59.7",
07/10/26 15:18:27.545,"0","1005","25.8","59.5",
07/10/26 15:18:32.546,"0","1005","25.9","59.4",
07/10/26 15:18:37.546,"0","1005","25.9","59.4",
07/10/26 15:18:42.545,"0","1005","25.9","59.3",
07/10/26 15:18:47.546,"0","1005","25.9","59.3",
07/10/26 15:18:52.546,"0","1005","25.8","59.3",
07/10/26 15:18:57.545,"0","1005","25.9","59.3",
07/10/26 15:19:02.546,"0","1005","25.9","59.3",
07/10/26 15:19:07.546,"0","1005","25.9","59.3",
07/10/26 15:19:12.547,"0","1005","25.8","59.3",
07/10/26 15:19:17.546,"0","1005","25.9","59.3",
07/10/26 15:19:22.546,"0","1005","25.9","59.3",
07/10/26 15:19:27.546,"0","1005","25.8","59.3",
07/10/26 15:19:32.546,"0","1005","25.9","59.3",
07/10/26 15:19:37.546,"0","1005","25.9","59.3",
07/10/26 15:19:42.547,"0","1005","25.9","59.2",
07/10/26 15:19:47.547,"0","1005","25.9","59.3",
