,sensor [Auto],,,,,,,
07/10/26 14:55:38.601,"139300","1008","26.9","59","1005","72","23.3",
07/10/26 14:55:43.601,"140800","1008","26.9","59","1005","72","23.3",
07/10/26 14:55:48.601,"140800","1008","26.9","59","1005","72","23.3",
07/10/26 14:55:53.601,"140800","1008","26.9","59","1005","72","23.3",
07/10/26 14:55:58.601,"140200","1008","26.9","59","1005","72","23.3",
07/10/26 14:56:03.601,"140200","1008","26.9","59","1005","72","23.3",
07/10/26 14:56:08.601,"140200","1008","26.9","59","1005","72","23.3",
07/10/26 14:56:13.601,"139600","1008","26.9","59","1005","72","23.3",
07/10/26 14:56:18.601,"140500","1008","26.9","59","1005","72","23.3",
07/10/26 14:56:23.601,"139300","1008","26.9","59","1005","72","23.3",
07/10/26 14:56:28.601,"140200","1008","26.9","59","1005","72","23.3",
07/10/26 14:56:33.601,"139300","1008","26.9","59","1005","72","23.3",
07/10/26 14:56:38.601,"139300","1008","26.9","59","1005","72","23.3",
07/10/26 14:56:43.602,"139600","1008","26.9","59","1005","72","23.3",
07/10/26 14:56:48.602,"139600","1008","26.9","59.1","1005","72","23.3",
07/10/26 14:56:53.602,"140800","1008","26.9","59.1","1005","72","23.3",
07/10/26 14:56:58.602,"140200","1008","26.9","59.1","1005","72","23.3",
07/10/26 14:57:03.602,"139600","1008","26.9","59.1","1005","72","23.3",
07/10/26 14:57:08.601,"140200","1008","26.9","59.1","1005","72","23.3",
07/10/26 14:57:13.601,"139600","1008","26.9","59.1","1005","72","23.3",
07/10/26 14:57:18.602,"139900","1008","26.9","59.1","1005","72","23.3",
07/10/26 14:57:23.602,"140200","1008","26.9","59.2","1005","72","23.3",
07/10/26 14:57:28.602,"140800","1008","26.9","59.2","1005","72","23.3",
07/10/26 14:57:33.602,"140800","1008","26.9","59.2","1005","72","23.3",
07/10/26 14:57:38.601,"140500","1008","26.9","59.2","1005","72","23.3",
07/10/26 14:57:43.602,"140500","1008","26.9","59.2","1005","72","23.3",
07/10/26 14:57:48.602,"140200","1008","26.9","59.2","1005","72","23.3",
07/10/26 14:57:53.602,"140200","1008","26.9","59.3","1005","72","23.3",
07/10/26 14:57:58.602,"139600","1008","26.9","59.3","1005","72","23.3",
07/10/26 14:58:03.601,"139300","1008","26.9","59.3","1005","72","23.3",
07/10/26 14:58:08.602,"139600","1008","26.9","59.3","1005","72","23.3",
07/10/26 14:58:13.602,"139000","1008","26.9","59.3","1005","72","23.3",
07/10/26 14:58:18.602,"139600","1008","26.9","59.3","1005","72","23.3",
07/10/26 14:58:23.602,"140200","1008","26.9","59.3","1005","72","23.3",
07/10/26 14:58:28.602,"140800","1008","26.9","59.3","1005","72","23.3",
07/10/26 14:58:33.602,"141100","1008","26.9","59.3","1005","72","23.3",
07/10/26 14:58:38.602,"141100","1008","26.9","59.3","1005","72","23.3",
07/10/26 14:58:43.602,"141700","1008","26.9","59.3","1005","72","23.3",
07/10/26 14:58:48.602,"141700","1008","26.8","59.3","1005","72","23.3",
07/10/26 14:58:53.603,"141400","1008","26.8","59.3","1005","72","23.3",
07/10/26 14:58:58.602,"140800","1008","26.8","59.3","1005","72","23.3",
07/10/26 14:59:03.602,"140200","1008","26.8","59.3","1005","72","23.3",
07/10/26 14:59:08.602,"140800","1008","26.8","59.4","1005","72","23.3",
07/10/26 14:59:13.602,"140800","1008","26.8","59.4","1005","72","23.3",
07/10/26 14:59:18.603,"139600","1008","26.8","59.4","1005","72","23.3",
07/10/26 14:59:23.602,"139600","1008","26.8","59.4","1005","72","23.3",
07/10/26 14:59:28.602,"139300","1008","26.8","59.4","1005","72","23.3",
07/10/26 14:59:33.603,"140200","1008","26.8","59.4","1005","72","23.3",
07/10/26 14:59:38.602,"140200","1008","26.8","59.4","1005","72","23.3",
07/10/26 14:59:43.603,"141400","1008","26.8","59.4","1005","72","23.3",
07/10/26 14:59:48.602,"142000","1008","26.8","59.4","1005","72","23.3",
07/10/26 14:59:53.603,"142300","1008","26.8","59.4","1005","72","23.3",
07/10/26 14:59:58.603,"142900","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:00:03.602,"144100","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:00:08.603,"143500","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:00:13.602,"142300","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:00:18.603,"143200","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:00:23.603,"143200","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:00:28.603,"143500","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:00:33.603,"143500","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:00:38.603,"143500","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:00:43.603,"143200","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:00:48.603,"143500","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:00:53.603,"142900","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:00:58.603,"142900","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:01:03.603,"142600","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:01:08.603,"142000","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:01:13.603,"142600","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:01:18.603,"142900","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:01:23.603,"142600","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:01:28.603,"142900","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:01:33.603,"144100","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:01:38.604,"142600","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:01:43.603,"142600","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:01:48.603,"144100","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:01:53.603,"144100","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:01:58.603,"144100","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:02:03.603,"143500","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:02:08.603,"143500","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:02:13.603,"142600","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:02:18.603,"142600","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:02:23.604,"141400","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:02:28.603,"142900","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:02:33.604,"142000","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:02:38.603,"142600","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:02:43.604,"142900","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:02:48.604,"143200","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:02:53.604,"142900","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:02:58.604,"141700","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:03:03.604,"141700","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:03:08.604,"142600","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:03:13.604,"142900","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:03:18.604,"142300","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:03:23.604,"142000","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:03:28.604,"142300","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:03:33.604,"142900","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:03:38.604,"142300","1008","26.8","59.5","1005","72","23.3",
07/10/26 15:03:43.604,"142600","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:03:48.604,"142900","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:03:53.604,"143500","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:03:58.604,"144700","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:04:03.604,"143200","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:04:08.604,"144100","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:04:13.604,"142900","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:04:18.604,"142900","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:04:23.604,"143500","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:04:28.604,"142600","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:04:33.604,"142300","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:04:38.605,"141700","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:04:43.605,"141700","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:04:48.605,"142000","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:04:53.604,"142600","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:04:58.604,"143500","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:05:03.604,"142900","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:05:08.604,"143500","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:05:13.605,"143500","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:05:18.604,"143200","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:05:23.605,"142900","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:05:28.604,"143200","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:05:33.605,"143200","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:05:38.605,"144100","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:05:43.605,"144100","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:05:48.604,"143500","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:05:53.605,"143800","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:05:58.605,"143500","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:06:03.605,"143800","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:06:08.605,"145000","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:06:13.605,"144700","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:06:18.605,"144100","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:06:23.605,"145000","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:06:28.605,"145000","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:06:33.605,"145600","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:06:38.605,"145000","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:06:43.605,"145600","1008","26.8","59.4","1005","72","23.3",
07/10/26 15:06:48.606,"145300","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:06:53.605,"144700","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:06:58.605,"145300","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:07:03.605,"145600","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:07:08.605,"147200","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:07:13.605,"147800","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:07:18.605,"147500","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:07:23.606,"145900","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:07:28.605,"146800","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:07:33.606,"146200","1008","26.9","59.3","1005","72","23.3",
07/10/26 15:07:38.605,"147200","1008","26.9","59.3","1005","72","23.3",
07/10/26 15:07:43.605,"147500","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:07:48.606,"146800","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:07:53.606,"147800","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:07:58.605,"147200","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:08:03.606,"146500","1008","26.9","59.3","1005","72","23.3",
07/10/26 15:08:08.605,"146200","1008","26.9","59.3","1005","72","23.3",
07/10/26 15:08:13.606,"146500","1008","26.9","59.3","1005","72","23.3",
07/10/26 15:08:18.605,"145900","1008","26.9","59.3","1005","72","23.3",
07/10/26 15:08:23.606,"145600","1008","26.9","59.3","1005","72","23.3",
07/10/26 15:08:28.606,"145600","1008","26.9","59.3","1005","72","23.3",
07/10/26 15:08:33.606,"146200","1008","26.9","59.3","1005","72","23.3",
07/10/26 15:08:38.606,"146500","1008","26.9","59.3","1005","72","23.3",
07/10/26 15:08:43.606,"147500","1008","26.9","59.3","1005","72","23.3",
07/10/26 15:08:48.606,"146200","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:08:53.605,"146500","1008","26.9","59.3","1005","72","23.3",
07/10/26 15:08:58.606,"146200","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:09:03.606,"146800","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:09:08.606,"147500","1008","26.9","59.3","1005","72","23.3",
07/10/26 15:09:13.606,"147500","1008","26.9","59.3","1005","72","23.3",
07/10/26 15:09:18.606,"149200","1008","26.9","59.3","1005","72","23.3",
07/10/26 15:09:23.606,"148200","1008","26.9","59.3","1005","72","23.3",
07/10/26 15:09:28.606,"147800","1008","26.9","59.3","1005","72","23.3",
07/10/26 15:09:33.606,"146800","1008","26.9","59.3","1005","72","23.3",
07/10/26 15:09:38.606,"148500","1008","26.9","59.3","1005","72","23.3",
07/10/26 15:09:43.606,"148500","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:09:48.607,"147800","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:09:53.606,"149200","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:09:58.606,"148200","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:10:03.606,"147800","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:10:08.606,"147500","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:10:13.607,"147800","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:10:18.607,"148800","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:10:23.607,"148500","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:10:28.607,"148500","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:10:33.606,"149200","1008","26.9","59.4","1005","71","23.3",
07/10/26 15:10:38.606,"147800","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:10:43.607,"148200","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:10:48.607,"147500","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:10:53.607,"148200","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:10:58.607,"148200","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:11:03.607,"148200","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:11:08.607,"149200","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:11:13.607,"148800","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:11:18.607,"145600","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:11:23.607,"143500","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:11:28.607,"143200","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:11:33.607,"145300","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:11:38.607,"146500","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:11:43.607,"147800","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:11:48.607,"149500","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:11:53.607,"148500","1008","26.9","59.4","1005","72","23.3",
07/10/26 15:11:58.607,"150500","1008","26.9","59.4","1005","72","23.3",
